state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
SP,45919049,1053,31,78.6665572903417,0.38079616358647234,0.16666666666666666,1.8446109900611715e-08,45917819.81296929,691.5605548877688,537.6264758196891,1228.3400028830722
