# S,I,R,Nw
45919048,0,0,0
45919047,1,0,0
45919047,1,0,0
45919046,1,0,1
45919046,2,0,2
45919045,2,1,2
45919044,3,1,4
45919042,3,2,5
45919041,4,3,7
45919039,5,3,9
45919036,7,5,11
45919033,9,6,14
45919029,11,8,18
45919024,14,10,23
45919018,17,13,30
45919010,21,16,37
45919000,27,20,47
45918989,34,25,59
45918974,42,32,73
45918956,52,40,91
45918934,64,49,114
45918906,80,62,141
45918871,100,77,176
45918829,124,95,219
45918775,153,119,272
45918710,190,147,337
45918628,236,183,419
45918527,293,227,520
45918402,363,282,645
45918248,450,349,799
45918057,557,433,990
45917820,691,537,1227
45917526,856,666,1521
45917162,1061,825,1886
45916711,1314,1022,2336
45916152,1628,1267,2895
45915460,2018,1570,3587
45914603,2500,1945,4444
45913541,3097,2410,5506
