# S,I,R,Nw
13785010,7950359,24183679,32134037
12928375,7517573,25473100,32990672
12169885,7060947,26688216,33749163
11499990,6592937,27826121,34419057
10909344,6123895,28885809,35009703
10389107,5662115,29867826,35529941
9931113,5213992,30773942,35987934
9527954,4784246,31606848,36391093
9172990,4376161,32369897,36746057
8860323,3991835,33066890,37058724
8584752,3632402,33701893,37334295
8341708,3298244,34279096,37577339
8127189,2989157,34802701,37791858
7937700,2704507,35276840,37981347
7770189,2443350,35705509,38148858
7621991,2204526,36092531,38297056
7490781,1986746,36441520,38428266
7374528,1788647,36755873,38544519
7271458,1608838,37038752,38647589
7180017,1445939,37293092,38739031
7098845,1298606,37521597,38820202
7026749,1165545,37726753,38892298
6962682,1045528,37910837,38956365
6905724,937400,38075923,39013323
6855064,840080,38223904,39063983
6809988,752565,38356495,39109059
6769867,673929,38475252,39149180
6734144,603320,38581584,39184903
6702328,539958,38676761,39216719
6673985,483130,38761933,39245062
6648729,432187,38838132,39270318
6626220,386539,38906289,39292827
6606154,345651,38967242,39312893
6588264,309040,39021744,39330783
6572310,276268,39070469,39346737
6558082,246940,39114025,39360965
6545392,220702,39152954,39373655
6534071,197231,39187746,39384976
6523971,176241,39218836,39395076
6514959,157472,39246616,39404088
6506918,140692,39271437,39412129
6499743,125692,39293613,39419305
6493339,112285,39313423,39425708
6487624,100303,39331120,39431423
6482523,89596,39346929,39436524
6477970,80029,39361049,39441077
6473906,71480,39373662,39445141
6470278,63843,39384927,39448769
6467040,57020,39394988,39452007
6464149,50925,39403974,39454898
6461568,45480,39411999,39457479
6459264,40617,39419166,39459783
6457208,36273,39425567,39461840
6455371,32393,39431283,39463676
6453732,28928,39436388,39465315
6452268,25833,39440947,39466779
6450961,23069,39445017,39468086
6449795,20600,39448653,39469253
6448753,18396,39451899,39470294
6447823,16427,39454798,39471224
6446992,14669,39457386,39472055
6446251,13099,39459698,39472796
6445589,11696,39461762,39473458
6444998,10444,39463605,39474049
6444470,9326,39465251,39474577
6443999,8328,39466721,39475048
6443578,7436,39468033,39475469
6443202,6640,39469205,39475845
6442867,5929,39470252,39476180
6442567,5294,39471186,39476480
6442300,4727,39472020,39476747
6442061,4221,39472765,39476986
6441848,3769,39473430,39477199
6441657,3366,39474024,39477390
6441487,3005,39474555,39477560
6441336,2683,39475028,39477711
6441200,2396,39475451,39477847
6441079,2139,39475829,39477968
6440971,1910,39476166,39478076
6440875,1706,39476467,39478173
6440788,1523,39476736,39478259
6440711,1360,39476976,39478336
6440643,1214,39477191,39478404
6440581,1084,39477382,39478466
6440527,968,39477553,39478520
6440478,864,39477705,39478569
6440434,772,39477842,39478613
6440395,689,39477963,39478652
6440360,615,39478072,39478687
6440329,549,39478169,39478718
6440301,490,39478256,39478746
6440277,438,39478333,39478770
6440255,391,39478402,39478793
6440235,349,39478464,39478812
6440217,312,39478519,39478830
6440201,278,39478568,39478846
6440187,248,39478612,39478860
6440175,222,39478651,39478872
6440164,198,39478686,39478884
6440153,177,39478717,39478894
6440145,158,39478745,39478903
6440137,141,39478770,39478911
6440129,126,39478792,39478918
6440123,112,39478812,39478924
6440117,100,39478830,39478930
6440112,89,39478846,39478935
6440108,80,39478860,39478939
6440104,71,39478873,39478943
6440100,63,39478884,39478947
6440097,57,39478894,39478950
6440094,50,39478903,39478953
6440091,45,39478911,39478956
6440089,40,39478918,39478958
6440087,36,39478925,39478960
6440085,32,39478930,39478962
6440084,28,39478936,39478964
6440082,25,39478940,39478965
6440081,23,39478944,39478966
6440080,20,39478948,39478967
6440079,18,39478951,39478969
6440078,16,39478954,39478969
6440077,14,39478956,39478970
6440076,13,39478959,39478971
6440075,11,39478961,39478972
6440075,10,39478963,39478972
6440074,9,39478964,39478973
6440074,8,39478966,39478973
6440073,7,39478967,39478974
6440073,6,39478968,39478974
6440073,5,39478969,39478974
6440072,5,39478970,39478975
6440072,4,39478971,39478975
6440072,4,39478972,39478975
6440072,3,39478972,39478975
6440072,3,39478973,39478976
6440071,3,39478974,39478976
6440071,2,39478974,39478976
6440071,2,39478974,39478976
6440071,2,39478975,39478976
6440071,1,39478975,39478976
6440071,1,39478976,39478976
6440071,1,39478976,39478976
6440071,1,39478976,39478977
6440071,1,39478976,39478977
6440070,1,39478976,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478977,39478977
6440070,0,39478978,39478977
