# S,I,R,Nw
384743,50,2630473,2630522
384741,45,2630481,2630525
384739,40,2630488,2630527
384737,35,2630494,2630529
384735,31,2630500,2630530
384734,28,2630505,2630532
384732,25,2630509,2630533
384731,22,2630513,2630534
384730,20,2630517,2630535
384729,17,2630520,2630536
384728,15,2630523,2630537
384727,14,2630525,2630538
384727,12,2630528,2630539
384726,11,2630530,2630539
384726,9,2630531,2630540
384725,8,2630533,2630540
384725,7,2630534,2630541
384724,7,2630536,2630541
384724,6,2630537,2630541
384724,5,2630538,2630542
384723,4,2630539,2630542
384723,4,2630539,2630542
384723,3,2630540,2630542
384723,3,2630541,2630543
384723,3,2630541,2630543
384723,2,2630542,2630543
384722,2,2630542,2630543
384722,2,2630543,2630543
384722,1,2630543,2630543
384722,1,2630543,2630543
384722,1,2630543,2630543
384722,1,2630544,2630544
384722,1,2630544,2630544
384722,1,2630544,2630544
384722,0,2630544,2630544
384722,0,2630544,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384722,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630545,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
384721,0,2630546,2630544
