# S,I,R,Nw
7164785,2,0,0
7164784,3,0,1
7164782,4,1,2
7164780,5,1,4
7164777,7,3,7
7164774,8,4,10
7164770,11,6,14
7164765,14,8,20
7164758,18,10,26
7164749,23,14,35
7164738,30,18,46
7164725,38,24,60
7164707,48,31,77
7164685,61,41,100
7164656,78,52,128
7164620,100,67,165
7164573,127,86,211
7164514,162,110,270
7164440,206,141,345
7164344,262,180,440
7164223,334,229,561
7164069,425,292,715
7163873,541,373,911
7163623,688,475,1161
7163306,876,605,1478
7162902,1115,770,1882
7162389,1418,980,2396
7161736,1804,1247,3049
7160905,2294,1587,3879
7159849,2918,2019,4936
7158505,3712,2569,6279
7156797,4720,3269,7987
7154626,6002,4158,10158
7151866,7631,5289,12918
7148359,9701,6727,16425
7143904,12329,8554,20880
7138247,15664,10876,26537
7131068,19894,13825,33716
7121962,25254,17570,42822
7110423,32041,22322,54361
7095816,40620,28350,68968
7077349,51450,35987,87435
7054042,65089,45656,110742
7024688,82220,57878,140096
6987818,103667,73302,176967
6941659,130400,92727,223125
6884115,163547,117125,280669
6812747,204370,147669,352037
6724802,254234,185751,439982
6617279,314515,232993,547505
6487074,386474,291239,677710
6331211,471056,362520,833573
6147173,568633,448981,1017612
5933321,678705,552760,1231463
5689361,799605,675820,1475423
5416759,928297,819731,1748026
5119004,1060342,985441,2045781
4801598,1190134,1173055,2363186
4471703,1311405,1381679,2693082
4137470,1417947,1609370,3027315
3807185,1504392,1853209,3357599
3488415,1566872,2109499,3676369
3187335,1603397,2374054,3977449
2908361,1613909,2642517,4256423
2654087,1600032,2910667,4510697
2425478,1564644,3174665,4739306
2222195,1511371,3431221,4942589
2042976,1444132,3677679,5121809
1885981,1366769,3912036,5278803
1749083,1282800,4132903,5415701
1630072,1195274,4339440,5534712
1526800,1106715,4531272,5637984
1437263,1019124,4708400,5727521
1359644,934023,4871119,5805140
1292330,852515,5019941,5872454
1233907,775347,5155532,5930878
1183146,702983,5278658,5981639
1138988,635658,5390140,6025796
1100525,573434,5490827,6064259
1066977,516245,5581565,6097808
1037676,463931,5663180,6127109
1012051,416268,5736467,6152734
989613,372994,5802180,6175172
969942,333818,5861026,6194842
952678,298444,5913664,6212106
937511,266573,5960703,6227274
924173,237913,6002701,6240612
912433,212183,6040170,6252351
902093,189117,6073577,6262692
892977,168466,6103343,6271807
884937,149996,6129853,6279847
877841,133494,6153452,6286944
871574,118763,6174450,6293210
866037,105621,6193128,6298747
861144,93906,6209736,6303641
856817,83469,6224501,6307968
852989,74174,6237623,6311795
849603,65901,6249283,6315182
846605,58540,6259641,6318179
843952,51993,6268841,6320832
841603,46172,6277012,6323182
839522,40997,6284268,6325263
837679,36398,6290710,6327106
836046,32312,6296429,6328739
834599,28682,6301506,6330186
833316,25458,6306013,6331468
832180,22594,6310012,6332604
831173,20052,6313562,6333612
830280,17794,6316712,6334504
829488,15790,6319508,6335296
828787,14012,6321988,6335998
828164,12433,6324189,6336620
827613,11031,6326143,6337172
827124,9787,6327875,6337661
826690,8684,6329413,6338094
826305,7704,6330777,6338479
825964,6835,6331987,6338820
825661,6064,6333061,6339123
825393,5380,6334014,6339391
825155,4773,6334859,6339629
824944,4234,6335608,6339840
824757,3756,6336274,6340027
824591,3332,6336864,6340193
824444,2956,6337387,6340341
824313,2622,6337851,6340471
824197,2326,6338263,6340587
824095,2063,6338629,6340690
824003,1830,6338953,6340781
823923,1624,6339240,6340862
823851,1440,6339495,6340933
823787,1277,6339722,6340997
823731,1133,6339922,6341053
823681,1005,6340101,6341103
823636,892,6340259,6341148
823597,791,6340399,6341187
823562,701,6340523,6341222
823531,622,6340633,6341253
823504,552,6340731,6341281
823479,489,6340818,6341305
823458,434,6340895,6341327
823438,385,6340963,6341346
823421,342,6341024,6341363
823406,303,6341077,6341378
