state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
RS,11377239,190,17,6.81567878599028,0.42617802507317964,0.16666666666666666,1.288471009965202e-07,11377033.992470589,125.4071979247745,79.6003314874277,203.54160514970766
