# S,I,R,Nw
45919046,2,0,0
45919045,2,0,0
45919044,3,0,1
45919043,4,1,3
45919041,4,2,4
45919039,5,3,6
45919037,6,4,8
45919035,8,5,11
45919032,9,7,14
45919028,11,8,18
45919024,13,11,22
45919019,16,13,27
45919012,19,16,33
45919005,23,20,40
45918997,27,24,49
45918986,32,29,59
45918974,38,35,71
45918960,45,42,85
45918943,54,51,102
45918923,64,60,122
45918899,76,72,146
45918871,90,86,174
45918838,107,103,208
45918798,127,122,247
45918751,151,146,294
45918696,179,173,350
45918630,212,206,416
45918552,251,245,494
45918459,298,291,586
45918350,353,345,695
45918221,418,409,824
45918068,495,485,978
45917886,586,575,1159
45917671,695,682,1375
45917416,823,808,1629
45917114,976,958,1931
45916757,1156,1135,2289
45916333,1369,1345,2712
45915831,1622,1594,3214
45915237,1922,1889,3809
45914533,2277,2238,4513
45913699,2697,2652,5347
45912711,3194,3142,6334
45911541,3784,3722,7504
45910155,4482,4410,8890
45908514,5310,5224,10532
45906570,6289,6188,12475
45904269,7449,7330,14777
45901542,8822,8683,17503
