# S,I,R,Nw
14873063,0,0,0
14873062,1,0,0
14873062,1,0,0
14873061,1,0,1
14873061,2,0,2
14873060,2,1,2
14873059,3,1,3
14873057,3,2,5
14873056,4,3,6
14873054,5,3,8
14873052,6,5,11
14873049,8,6,13
14873045,10,7,17
14873041,12,9,21
14873036,15,12,26
14873029,18,15,33
14873022,23,18,40
14873012,28,22,50
14873001,34,28,62
14872986,42,34,76
14872969,51,42,93
14872948,63,52,114
14872922,77,63,140
14872891,94,78,172
14872852,115,95,210
14872805,141,117,257
14872748,172,143,314
14872678,210,174,384
14872593,257,213,469
