# S,I,R,Nw
14873063,0,0,0
14873062,1,0,0
14873062,1,0,0
14873061,1,0,1
14873061,2,0,2
14873060,2,1,2
14873059,3,1,3
14873057,3,2,5
14873056,4,3,6
14873054,5,3,8
14873052,6,5,10
14873049,8,6,13
14873045,10,7,17
14873041,12,9,21
14873036,15,12,26
14873029,18,15,33
14873022,23,18,40
14873012,28,22,50
14873001,34,28,62
14872986,42,34,76
14872969,51,42,93
14872948,63,52,114
14872922,77,63,140
14872890,94,78,172
14872852,115,95,210
14872805,141,117,257
14872748,172,143,314
14872678,210,175,384
14872592,257,214,470
14872488,314,261,575
14872360,383,319,702
14872204,468,390,858
14872014,572,477,1048
14871782,699,582,1280
14871498,853,711,1564
14871152,1042,869,1910
14870729,1273,1061,2333
14870212,1554,1296,2850
14869582,1898,1583,3480
14868812,2317,1933,4250
14867872,2829,2361,5190
14866725,3455,2883,6337
14865324,4218,3520,7738
14863615,5150,4298,9447
14861527,6287,5248,11535
14858980,7674,6408,14082
14855871,9368,7824,17191
14852078,11434,9551,20984
14847449,13954,11660,25613
14841802,17027,14234,31260
14834915,20774,17373,38147
14826518,25341,21204,46544
14816282,30905,25876,56780
14803810,37680,31573,69252
14788621,45924,38518,84441
14770134,55949,46980,102928
14747648,68128,57287,125414
14720322,82907,69834,152740
14687148,100818,85097,185914
14646927,122487,103649,226135
14598236,148651,126175,274826
14539400,180166,153496,333662
14468465,218015,186583,404597
14383172,263309,226582,489890
14280947,317281,274834,592115
14158901,381263,332898,714161
14013860,456647,402556,859202
13842428,544811,485824,1030634
13641098,647024,584940,1231964
13406424,764302,702336,1466638
13135248,897236,840579,1737814
12825000,1045778,1002284,2048062
12474044,1209028,1189991,2399018
12082033,1385026,1406004,2791029
11650243,1570618,1652202,3222819
11181805,1761422,1929835,3691257
10681777,1951957,2239329,4191285
10157006,2135933,2580124,4716056
9615772,2306717,2950574,5257290
9067233,2457891,3347939,5805829
8520761,2583835,3768467,6352301
7985267,2680224,4207572,6887795
7468614,2744368,4660080,7404448
6977209,2775338,5120515,7895853
6515787,2773887,5583389,8357275
6087400,2742201,6043462,8785663
5693552,2683554,6495957,9179510
5334441,2601918,6936703,9538621
5009241,2501596,7362225,9863821
4716382,2386910,7769771,10156680
4453808,2261962,8157293,10419255
4219188,2130478,8523396,10653874
4010083,1995708,8867271,10862979
3824063,1860396,9188604,11048999
3658786,1726778,9487498,11214276
3512058,1596616,9764389,11361004
3381849,1471243,10019970,11491213
3266316,1351622,10255124,11606746
3163795,1238401,10470867,11709267
3072796,1131965,10668302,11800266
2991994,1032492,10848576,11881068
2920214,939995,11012854,11952848
2856416,854357,11162289,12016646
2799682,775371,11298009,12073380
2749203,702760,11421100,12123860
2704263,636201,11532599,12168799
2664235,575344,11633484,12208828
2628562,519824,11724677,12244500
2596756,469272,11807035,12276306
2568384,423322,11881356,12304678
2543064,381620,11948378,12329998
2520460,343822,12008780,12352602
2500272,309606,12063185,12372790
2482235,278663,12112164,12390827
2466116,250708,12156239,12406946
2451706,225472,12195885,12421356
2438820,202708,12231534,12434242
2427295,182188,12263579,12445767
2416985,163701,12292376,12456077
2407759,147055,12318248,12465303
2399502,132073,12341487,12473560
2392112,118594,12362356,12480950
2385495,106473,12381094,12487567
2379571,95576,12397916,12493491
2374266,85782,12413014,12498796
2369515,76982,12426565,12503547
2365260,69078,12438725,12507802
2361448,61978,12449636,12511614
2358034,55604,12459425,12515028
2354975,49881,12468207,12518087
2352234,44744,12476084,12520828
2349778,40133,12483151,12523284
2347578,35996,12489489,12525484
2345606,32283,12495173,12527456
2343839,28952,12500271,12529223
2342256,25964,12504843,12530806
2340837,23283,12508943,12532225
2339565,20878,12512619,12533497
2338425,18721,12515916,12534637
2337404,16787,12518872,12535658
2336488,15052,12521523,12536574
2335667,13496,12523900,12537395
2334932,12100,12526031,12538130
2334272,10849,12527941,12538790
2333681,9727,12529654,12539381
2333152,8721,12531190,12539911
2332677,7819,12532567,12540385
2332251,7010,12533802,12540811
2331870,6284,12534909,12541193
2331527,5634,12535901,12541535
2331221,5051,12536790,12541841
2330946,4528,12537588,12542116
2330700,4060,12538303,12542362
2330479,3639,12538944,12542583
2330281,3263,12539519,12542781
2330103,2925,12540034,12542959
2329944,2622,12540496,12543118
2329802,2351,12540910,12543260
2329674,2107,12541281,12543388
2329559,1889,12541614,12543503
2329457,1694,12541912,12543606
2329364,1518,12542180,12543698
2329282,1361,12542420,12543780
2329208,1220,12542635,12543854
2329142,1094,12542827,12543921
2329082,980,12543000,12543980
2329029,879,12543155,12544033
2328981,788,12543294,12544081
2328938,706,12543418,12544124
2328900,633,12543530,12544162
2328865,567,12543630,12544197
2328834,509,12543719,12544228
2328807,456,12543800,12544255
2328782,409,12543872,12544280
2328760,366,12543936,12544302
2328740,328,12543994,12544322
2328722,294,12544046,12544340
2328706,264,12544093,12544356
2328692,236,12544135,12544371
2328679,212,12544172,12544383
2328667,190,12544205,12544395
2328657,170,12544236,12544405
2328647,153,12544262,12544415
2328639,137,12544287,12544423
2328632,122,12544308,12544430
2328625,110,12544328,12544437
2328619,98,12544345,12544443
2328614,88,12544361,12544448
2328609,79,12544375,12544453
2328605,71,12544387,12544458
2328601,63,12544399,12544461
2328597,57,12544409,12544465
2328594,51,12544418,12544468
2328591,45,12544426,12544471
2328589,41,12544433,12544473
2328587,36,12544439,12544476
2328585,33,12544445,12544478
2328583,29,12544451,12544479
2328581,26,12544455,12544481
2328580,23,12544459,12544482
2328578,21,12544463,12544484
2328577,19,12544467,12544485
2328576,17,12544470,12544486
2328575,15,12544472,12544487
2328574,13,12544475,12544488
2328574,12,12544477,12544488
2328573,11,12544479,12544489
2328572,9,12544481,12544490
2328572,8,12544482,12544490
2328571,8,12544484,12544491
2328571,7,12544485,12544491
2328571,6,12544486,12544492
2328570,5,12544487,12544492
2328570,5,12544488,12544492
2328570,4,12544489,12544492
2328569,4,12544489,12544493
2328569,3,12544490,12544493
2328569,3,12544491,12544493
2328569,2,12544491,12544493
2328569,2,12544492,12544494
2328568,2,12544492,12544494
2328568,2,12544493,12544494
2328568,1,12544493,12544494
2328568,1,12544493,12544494
2328568,1,12544493,12544494
2328568,1,12544494,12544494
2328568,1,12544494,12544494
2328568,1,12544494,12544494
2328568,0,12544494,12544494
2328568,0,12544494,12544494
2328568,0,12544495,12544494
2328568,0,12544495,12544495
2328568,0,12544495,12544495
2328568,0,12544495,12544495
