state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
BA,14873064,108,21,3.7961455555048738,0.3664170255386482,0.16666666666666666,6.139125923757416e-08,14872948.402746595,63.432357181783736,52.16489622005807,114.68417727416077
