# S,I,R,Nw
21168781,9,0,0
21168778,10,1,2
21168775,11,3,5
21168772,12,5,8
21168769,13,7,11
21168765,15,10,15
21168761,16,12,19
21168757,17,15,23
21168752,19,18,28
21168747,20,22,33
21168742,22,25,38
21168736,24,29,44
21168730,26,34,50
21168723,29,38,57
21168715,31,43,65
21168707,34,49,73
21168698,37,55,82
21168688,40,61,92
21168678,43,68,102
21168667,47,76,113
21168654,51,84,126
21168641,56,93,139
21168626,60,103,154
21168610,66,113,170
21168593,71,125,187
21168575,77,137,205
21168555,84,151,225
21168533,91,166,247
21168509,99,182,271
21168483,108,199,297
21168455,117,218,325
21168425,127,238,355
21168392,138,260,388
21168356,149,284,424
21168317,162,310,463
21168275,176,339,505
21168229,191,369,551
21168179,208,403,601
21168125,225,439,655
21168067,245,478,713
21168003,266,521,777
21167934,288,567,846
21167859,313,617,921
21167778,340,672,1002
21167690,369,731,1090
21167594,400,795,1186
21167490,435,865,1290
21167377,472,940,1403
21167255,512,1022,1525
21167122,556,1112,1658
21166978,604,1208,1802
21166821,655,1313,1959
21166651,711,1427,2129
21166467,772,1551,2313
21166267,838,1685,2513
21166050,909,1831,2730
21165814,987,1989,2966
21165558,1071,2160,3222
21165280,1163,2346,3500
21164979,1262,2549,3801
21164651,1370,2768,4129
21164297,1487,3006,4483
21163911,1614,3264,4869
