state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
CE,9132078,237,11,30.693459933938854,0.440015722750156,0.16666666666666666,1.0950410191415351e-06,9131756.61160874,203.44029453912913,117.94809671813228,311.38839125726133
