ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
1600303,Macapá,AP,465495,857,43,229.4219822856424,0.2580325887725251,0.16666666666666666,1.4934781382629142e-05,464512.8038391655,351.6025131661082,630.5936476683166,975.2440947747176
