ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3300456,Belford Roxo,RJ,494141,165,37,21.17805803173139,0.24482999491996435,0.16666666666666666,7.345159584620348e-06,493943.7833043428,65.40647404513221,131.81022161201176,193.58715115484011
