# S,I,R,Nw
9132068,9,0,0
9132064,11,1,3
9132061,13,3,6
9132056,15,6,11
9132051,17,8,16
9132046,19,11,21
9132039,22,15,28
9132032,25,19,35
9132024,29,24,43
9132014,34,29,53
9132003,38,35,64
9131990,44,42,77
9131976,51,50,91
9131959,58,59,108
9131940,67,70,127
9131918,76,82,149
9131893,88,95,174
9131865,100,111,202
9131832,115,129,235
9131795,132,150,272
9131752,151,174,315
9131702,173,201,365
9131646,199,232,421
9131581,228,267,486
9131507,261,308,560
9131423,299,355,644
9131325,343,408,742
9131214,393,470,853
9131087,450,540,980
9130941,515,620,1126
9130774,591,712,1293
9130582,676,818,1485
9130363,775,939,1704
9130111,888,1077,1956
9129823,1017,1236,2244
9129494,1165,1418,2573
9129116,1334,1626,2951
9128684,1529,1864,3383
9128189,1751,2137,3878
9127622,2005,2450,4445
9126972,2297,2808,5095
9126228,2631,3218,5839
9125376,3013,3687,6691
9124401,3451,4225,7666
9123283,3952,4841,8784
9122004,4525,5547,10063
9120540,5182,6355,11527
9118863,5934,7280,13204
9116944,6794,8339,15123
9114747,7779,9551,17320
9112232,8905,10940,19835
9109354,10194,12529,22713
9106061,11668,14348,26006
9102293,13353,16430,29774
9097984,15280,18813,34083
