ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3548708,São Bernardo do Campo,SP,822242,81,21,8.24117478931717,0.34971065720541544,0.16666666666666666,1.311624724122353e-06,822146.279911765,50.61269759447488,45.10739064068919,94.64161529875224
