state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
AC,881935,487,46,39.60629446807597,0.23678322290079123,0.16666666666666666,5.707540668377572e-06,881519.3486479216,126.55725477986978,289.0940972985092,410.61767219901327
