# S,I,R,Nw
14873054,9,0,0
14873052,9,1,2
14873049,10,3,4
14873047,11,5,7
14873043,12,7,10
14873040,13,9,14
14873036,15,11,17
14873032,16,14,21
14873028,17,17,26
14873023,19,20,30
14873018,21,23,36
14873013,23,27,41
14873007,25,31,47
14873000,27,36,54
14872993,29,40,61
14872985,32,46,69
14872976,35,51,78
14872967,38,57,87
14872957,42,64,97
14872946,45,72,108
14872934,49,80,120
14872920,54,88,133
14872906,59,98,148
14872891,64,108,163
14872874,70,119,180
14872855,76,131,199
14872835,83,145,219
14872813,90,159,241
14872789,98,175,264
14872764,107,192,290
14872735,116,211,318
14872705,127,231,349
14872671,138,253,383
14872635,150,277,419
14872595,164,304,459
14872552,178,332,502
14872505,194,363,549
14872454,211,397,600
14872399,230,434,655
14872338,250,474,716
14872272,273,518,782
14872200,297,565,854
14872122,323,617,932
14872037,352,673,1017
14871945,383,735,1109
14871844,417,802,1210
14871734,454,874,1320
14871615,495,953,1439
14871484,538,1040,1569
14871343,586,1133,1711
14871189,638,1235,1865
14871021,695,1347,2033
14870838,757,1468,2215
14870640,824,1599,2414
14870423,897,1743,2631
14870188,976,1899,2866
14869931,1063,2069,3123
14869652,1157,2254,3402
14869348,1259,2455,3706
14869017,1371,2674,4037
14868657,1493,2913,4397
14868265,1625,3173,4789
14867838,1769,3455,5216
14867374,1925,3763,5680
14866869,2096,4098,6185
