# S,I,R,Nw
217025997,7,0,0
217025994,9,1,2
217025990,10,3,6
217025987,12,5,10
217025982,15,7,14
217025976,17,10,20
217025970,21,13,26
217025962,24,17,34
217025953,29,22,43
217025942,34,27,54
217025930,40,33,66
217025915,47,41,81
217025898,56,50,98
217025877,66,60,119
217025853,78,72,143
217025825,92,87,171
217025791,109,104,205
217025751,128,124,245
217025705,151,147,291
217025651,178,175,345
217025587,209,208,410
217025511,246,246,485
217025422,290,291,574
217025318,342,344,678
217025195,402,406,801
217025050,473,480,946
217024880,557,566,1116
217024680,656,668,1316
217024445,772,787,1551
217024168,908,927,1828
217023843,1068,1093,2153
217023460,1257,1287,2536
217023011,1478,1515,2986
217022485,1737,1782,3511
217021866,2042,2096,4130
217021137,2401,2466,4860
217020280,2823,2901,5716
217019272,3319,3412,6724
217018088,3902,4013,7908
217016695,4589,4720,9301
217015059,5394,5551,10938
217013134,6342,6527,12862
217010872,7456,7675,15124
217008214,8765,9024,17782
217005087,10305,10611,20909
217001413,12115,12476,24584
216997093,14242,14668,28903
216992016,16742,17246,33980
216986046,19682,20276,39950
216979029,23137,23837,46967
216970783,27197,28023,55213
216961092,31969,32942,64904
216949701,37577,38725,76295
216936311,44169,45523,89685
216920573,51917,53514,105423
216902076,61022,62905,123920
216880338,71722,73944,145658
216854792,84294,86918,171204
216824773,99065,102165,201223
216789501,116419,120083,236495
216748059,136805,141139,277937
216699371,160751,165882,326626
216642176,188872,194955,383820
216574998,221892,229113,450998
216496108,260656,269239,529888
216403478,306153,316373,622519
216294738,359536,371730,731258
216167119,422152,436732,858877
216017386,495569,513048,1008610
215841768,581611,602625,1184228
215635870,682395,707739,1390126
215394586,800373,831045,1631410
215111985,938376,975642,1914011
214781207,1099665,1145131,2244789
214394327,1287978,1343699,2631669
213942224,1507583,1576196,3083772
213414443,1763326,1848234,3611553
212799048,2060672,2166283,4226948
212082489,2405738,2537776,4943507
211249478,2805302,2971223,5776518
210282904,3266784,3476316,6743093
209163777,3798192,4064035,7862219
207871264,4408005,4746734,9154732
206382801,5104991,5538212,10643195
204674359,5897916,6453728,12351637
202720853,6795170,7509981,14305143
200496765,7804241,8724998,16529231
197976994,8931071,10117939,19049002
195137962,10179273,11708768,21888034
191958961,11549243,13517799,25067035
188423713,13037213,15565077,28602283
184522072,14634323,17869608,32503924
180251740,16325825,20448438,36774256
175619833,18090543,23315628,41406163
170644081,19900764,26481159,46381915
165353496,21722633,29949874,51672500
159788284,23517192,33720528,57237712
153998901,25242032,37785070,63027095
148044278,26853485,42128241,68981718
141989274,28309157,46727573,75036722
135901630,29570549,51553825,81124366
129848722,30605453,56571828,87177274
123894437,31389856,61741710,93131559
118096498,31909138,67020367,98929498
112504439,32158489,72363076,104521558
107158370,32142526,77725107,109867626
102088508,31874275,83063221,114937488
97315384,31373674,88336945,119710612
92850604,30665811,93509589,124175393
