# S,I,R,Nw
7075178,2,0,0
7075178,2,0,0
7075177,3,0,1
7075175,3,1,3
7075174,4,2,4
7075172,5,3,6
7075169,7,4,9
7075166,9,5,12
7075162,11,7,16
7075157,14,9,21
7075151,17,11,27
7075144,21,15,34
7075135,26,19,43
7075123,33,24,55
7075109,41,30,69
7075091,51,38,87
7075070,63,47,108
7075043,78,59,135
7075009,97,73,169
7074968,120,92,210
7074916,149,114,262
7074852,185,142,326
7074773,230,177,405
7074675,285,219,503
7074553,354,272,625
7074403,439,338,775
7074216,544,420,962
7073984,674,521,1194
7073696,836,647,1482
7073340,1037,802,1838
7072899,1286,995,2279
7072351,1594,1234,2827
7071673,1976,1531,3505
7070832,2449,1898,4346
7069790,3036,2354,5388
7068498,3763,2918,6680
7066898,4664,3618,8280
7064915,5780,4485,10263
7062459,7161,5559,12719
7059417,8872,6891,15761
7055650,10990,8540,19528
7050988,13609,10582,24190
7045220,16849,13111,29958
7038087,20852,16241,37091
7029271,25795,20114,45907
7018383,31893,24903,56795
7004948,39408,30824,70230
6988391,48653,38136,86787
6968013,60007,47159,107165
6942977,73922,58280,132201
6912283,90926,71971,162895
6874748,111636,88795,200430
6828994,136757,109428,246184
6773434,167076,134670,301744
6706281,203443,165456,368897
6625569,246742,202869,449609
6529209,297834,248137,545969
6415084,357473,302622,660094
6281181,426198,367800,793997
6125785,504190,445204,949393
5947703,591116,536361,1127475
5746519,685975,642685,1328659
5522834,786983,765362,1552344
5278439,891529,905211,1796739
5016385,996245,1062550,2058793
4740881,1097214,1237085,2334297
4457037,1190293,1427849,2618141
4170465,1271524,1633191,2904713
3886802,1337534,1850843,3188376
3611246,1385881,2078052,3463932
3348191,1415242,2311747,3726987
3100991,1425454,2548734,3974186
2871893,1417405,2785882,4203285
2662087,1392811,3020282,4413091
2471862,1353958,3249360,4603316
2300797,1303430,3470952,4774381
2147963,1243881,3683336,4927215
2012106,1177853,3885220,5063072
1891799,1107658,4075723,5183379
1785550,1035309,4254321,5289628
1691892,962488,4420800,5383286
1609426,890554,4575200,5465752
1536857,820563,4717760,5538321
1473007,753299,4848873,5602171
1416819,689318,4969043,5658359
1367353,628978,5078848,5707825
1323780,572484,5178916,5751398
1285370,519915,5269895,5789808
1251487,471254,5352438,5823691
1221573,426415,5427192,5853605
1195141,385257,5494781,5880037
1171769,347605,5555806,5903409
1151085,313260,5610834,5924093
1132768,282013,5660398,5942410
1116535,253647,5704998,5958643
1102139,227945,5745095,5973039
1089365,204698,5781116,5985813
1078024,183702,5813453,5997154
1067949,164765,5842465,6007229
1058996,147704,5868479,6016182
1051035,132350,5891795,6024143
1043954,118544,5912682,6031224
1037653,106139,5931387,6037525
1032045,95002,5948132,6043133
1027051,85010,5963118,6048127
1022604,76049,5976526,6052574
1018643,68017,5988520,6056535
1015113,60821,5999245,6060065
1011967,54377,6008835,6063211
1009163,48608,6017409,6066015
1006664,43444,6025072,6068514
1004435,38824,6031920,6070743
1002447,34692,6038040,6072731
1000675,30996,6043509,6074503
999094,27691,6048394,6076084
997684,24737,6052759,6077494
996426,22096,6056658,6078752
995303,19736,6060140,6079875
994302,17627,6063250,6080876
993408,15743,6066028,6081770
992611,14059,6068509,6082567
991899,12555,6070725,6083279
991264,11212,6072704,6083914
990698,10011,6074470,6084480
990192,8940,6076048,6084986
989741,7982,6077457,6085437
989338,7127,6078715,6085840
988978,6364,6079838,6086200
988657,5682,6080840,6086521
988371,5073,6081736,6086807
988115,4529,6082535,6087063
987887,4044,6083249,6087291
987683,3610,6083886,6087495
987502,3223,6084455,6087676
987339,2877,6084963,6087839
987194,2569,6085416,6087984
987065,2293,6085821,6088113
986950,2047,6086183,6088228
986846,1828,6086505,6088331
986754,1632,6086793,6088423
986672,1457,6087050,6088506
986599,1300,6087280,6088579
986534,1161,6087485,6088644
986475,1036,6087668,6088703
986423,925,6087831,6088755
986376,826,6087977,6088802
986335,737,6088107,6088843
986298,658,6088224,6088880
986265,587,6088327,6088913
986235,524,6088420,6088943
986209,468,6088503,6088969
986185,418,6088577,6088993
986164,373,6088642,6089014
986145,333,6088701,6089033
986129,297,6088754,6089049
986114,265,6088801,6089064
986100,237,6088843,6089078
986088,211,6088880,6089090
986078,189,6088913,6089100
986068,168,6088943,6089110
986060,150,6088970,6089118
986052,134,6088993,6089126
986045,120,6089015,6089133
986039,107,6089033,6089139
986034,95,6089050,6089144
986029,85,6089065,6089149
986025,76,6089079,6089153
986021,68,6089091,6089157
986018,60,6089102,6089160
986015,54,6089111,6089163
986012,48,6089120,6089166
986009,43,6089127,6089169
986007,38,6089134,6089171
986005,34,6089140,6089173
986004,30,6089146,6089174
986002,27,6089151,6089176
986001,24,6089155,6089177
985999,21,6089159,6089179
985998,19,6089162,6089180
985997,17,6089165,6089181
985996,15,6089168,6089182
985996,13,6089170,6089182
985995,12,6089173,6089183
985994,11,6089175,6089184
985994,9,6089176,6089184
985993,8,6089178,6089185
985993,7,6089179,6089185
985992,7,6089181,6089186
985992,6,6089182,6089186
985992,5,6089183,6089186
985991,4,6089184,6089187
985991,4,6089184,6089187
985991,3,6089185,6089187
985991,3,6089186,6089187
985991,3,6089186,6089187
985990,2,6089187,6089188
985990,2,6089187,6089188
985990,2,6089188,6089188
985990,2,6089188,6089188
985990,1,6089188,6089188
985990,1,6089189,6089188
985990,1,6089189,6089188
985990,1,6089189,6089188
985990,1,6089189,6089188
985990,1,6089189,6089188
985990,0,6089190,6089188
985989,0,6089190,6089188
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089190,6089189
985989,0,6089191,6089189
985989,0,6089191,6089189
985989,0,6089191,6089189
985989,0,6089191,6089189
