state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
BR,217026005,2990,31,187.05956388862546,0.40835816431094707,0.16666666666666666,4.443342983095582e-09,217022511.82514527,2067.857846047924,1425.317008641478,3492.210533712935
