# S,I,R,Nw
217026004,0,0,0
217026003,1,0,0
217026002,1,0,1
217026001,2,0,2
217026000,2,1,3
217025999,3,1,4
217025997,4,2,6
217025995,5,3,8
217025993,7,4,11
217025989,9,5,14
217025985,12,7,19
217025979,15,10,24
217025971,19,13,32
217025962,25,16,41
217025950,32,21,53
217025935,41,28,68
217025915,53,36,88
217025890,68,46,113
217025858,87,59,145
217025817,111,76,186
217025765,142,97,238
217025697,182,124,306
217025613,232,159,390
217025505,296,203,498
217025367,377,259,636
217025191,481,331,812
217024967,614,423,1036
217024681,783,539,1322
217024317,999,688,1686
217023853,1273,877,2150
217023262,1623,1119,2741
217022511,2067,1425,3492
217021557,2632,1814,4446
217020340,3353,2311,5664
217018788,4271,2944,7215
217016814,5439,3750,9189
217014300,6927,4776,11703
217011098,8822,6083,14905
217007021,11235,7747,18982
217001828,14308,9867,24175
216995218,18221,12565,30785
216986799,23203,16002,39204
216976080,29546,20378,49923
216962437,37619,25947,63566
216945066,47898,33039,80937
216922950,60984,42070,103053
216894796,77641,53567,131207
216858958,98842,68204,167045
216813347,125821,86836,212656
216755304,160148,110551,270699
216681451,203816,140736,344552
216587504,259350,179149,438499
216468031,329950,228023,557972
216316149,419661,290193,709854
216123157,533592,369255,902846
215878070,678174,469759,1147933
215567058,861483,597462,1458945
215172757,1093617,759629,1853246
214673455,1387140,965408,2352548
214042144,1757581,1226278,2983859
213245438,2223972,1556593,3780565
212242413,2809383,1974208,4783590
210983439,3541374,2501190,6042564
209409159,4452248,3164596,7616844
207449851,5578899,3997254,9576152
205025561,6961972,5038471,12000442
202047475,8644007,6334522,14978528
198421186,10666108,7938709,18604817
194052472,13062807,9910725,22973531
188856095,15854924,12314985,28169908
182767604,19040767,15217632,34258399
175757291,22586723,18681990,41268712
167844159,26419298,22762546,49181844
159106729,30421359,27497916,57919274
149686865,34435417,32903722,67339138
139783683,38275575,38966745,77242320
129636916,41747335,45641752,87389087
119502343,44671624,52852036,97523661
109624560,46907498,60493945,107401443
100213239,48368080,68444684,116812764
91427472,49026559,76571972,125598531
83369981,48912172,84743850,133656022
76090074,48098787,92837143,140935929
69592434,46689898,100743671,147433569
63848496,44803590,108373917,153177507
58807783,42559862,115658359,158218220
54407620,40071417,122546967,162618384
50580561,37437971,129007472,166445442
47259556,34743517,135022931,169766447
44381173,32055785,140589045,172644830
41887380,29427124,145711499,175138623
39726287,26896180,150403537,177299716
37852232,24489933,154683838,179173771
36225483,22225765,158574755,180800520
34811723,20113409,162100872,182214281
33581454,18156671,165287879,183444549
32509403,16354890,168161710,184516600
31573941,14704158,170747905,185452062
30756566,13198290,173071147,186269437
30041447,11829599,175154958,186984556
29415022,10589491,177021491,187610982
28865654,9468920,178691429,188160349
28383348,8458725,180183930,188642655
27959495,7549874,181516634,189066508
27586671,6733633,182705700,189439332
27258459,6001683,183765861,189767545
26969299,5346196,184710508,190056704
26714370,4759865,185551768,190311633
26489478,4235929,186300596,190536525
26290974,3768165,186966865,190735029
26115671,3350878,187559454,190910332
25960787,2978877,188086339,191065216
25823888,2647449,188554667,191202115
25702841,2352325,188970838,191323162
25595775,2089651,189340577,191430228
25501048,1855957,189668998,191524955
25417215,1648122,189960666,191608788
25343007,1463343,190219653,191682996
25277305,1299110,190449588,191748698
25219123,1153175,190653706,191806880
25167591,1023528,190834885,191858412
25121943,908374,190995687,191904060
25081502,806110,191138392,191944501
25045670,715307,191265027,191980333
25013917,634693,191377393,192012086
24985778,563132,191477094,192040225
24960838,499614,191565551,192065165
24938733,443242,191644029,192087270
24919139,393214,191713651,192106864
24901769,348821,191775413,192124234
24886371,309430,191830202,192139632
24872720,274480,191878803,192153283
24860617,243472,191921915,192165386
24849887,215962,191960155,192176117
24840372,191557,191994075,192185631
24831936,169906,192024161,192194067
24824456,150701,192050846,192201547
24817824,133665,192074515,192208179
24811943,118553,192095508,192214060
24806728,105148,192114128,192219276
24802103,93259,192130642,192223900
24798002,82713,192145289,192228001
24794366,73359,192158279,192231637
24791141,65062,192169801,192234862
24788281,57704,192180019,192237722
24785745,51177,192189082,192240258
24783496,45389,192197119,192242507
24781501,40255,192204248,192244502
24779733,35701,192210570,192246270
24778164,31663,192216177,192247839
24776773,28081,192221150,192249230
24775540,24904,192225560,192250464
24774446,22087,192229471,192251557
24773475,19588,192232940,192252528
24772615,17373,192236016,192253388
24771852,15407,192238744,192254151
24771175,13664,192241164,192254828
24770575,12118,192243310,192255428
24770043,10747,192245213,192255960
24769571,9531,192246901,192256432
24769152,8453,192248398,192256851
24768781,7497,192249726,192257222
24768452,6648,192250903,192257551
24768160,5896,192251947,192257843
24767901,5229,192252873,192258102
24767671,4638,192253695,192258332
24767468,4113,192254423,192258535
24767287,3647,192255069,192258716
24767127,3235,192255642,192258876
24766985,2869,192256150,192259018
24766859,2544,192256601,192259144
24766747,2256,192257001,192259256
24766648,2001,192257355,192259355
24766560,1774,192257669,192259443
24766482,1574,192257948,192259521
24766413,1395,192258195,192259590
24766352,1238,192258414,192259652
24766297,1097,192258609,192259706
24766249,973,192258781,192259754
24766206,863,192258934,192259797
24766168,765,192259070,192259835
24766135,679,192259190,192259868
24766105,602,192259297,192259898
24766078,534,192259391,192259925
24766055,473,192259475,192259948
24766034,420,192259550,192259969
24766016,372,192259616,192259987
24765999,330,192259675,192260004
24765985,292,192259727,192260018
24765972,259,192259773,192260031
24765960,230,192259813,192260043
24765950,204,192259849,192260053
24765941,181,192259881,192260062
24765933,160,192259910,192260070
24765926,142,192259935,192260077
24765920,126,192259958,192260083
24765915,112,192259977,192260088
24765910,99,192259995,192260093
24765905,88,192260010,192260098
24765901,78,192260024,192260102
24765898,69,192260037,192260105
24765895,61,192260047,192260108
24765892,54,192260057,192260111
24765890,48,192260066,192260113
24765888,43,192260073,192260115
24765886,38,192260080,192260117
24765884,34,192260086,192260119
24765883,30,192260091,192260120
24765881,26,192260096,192260122
24765880,23,192260100,192260123
24765879,21,192260104,192260124
24765878,18,192260107,192260125
24765877,16,192260111,192260126
24765877,14,192260113,192260126
24765876,12,192260115,192260127
24765875,11,192260117,192260128
24765875,10,192260119,192260128
24765874,8,192260121,192260129
24765874,7,192260122,192260129
24765874,6,192260123,192260129
24765873,6,192260125,192260130
24765873,5,192260126,192260130
24765873,4,192260126,192260130
24765873,4,192260127,192260130
24765872,3,192260128,192260131
24765872,3,192260128,192260131
24765872,2,192260129,192260131
24765872,2,192260129,192260131
24765872,2,192260130,192260131
24765872,2,192260130,192260131
24765872,1,192260130,192260131
24765872,1,192260131,192260131
24765872,1,192260131,192260131
24765872,1,192260131,192260131
24765871,1,192260131,192260132
24765871,1,192260131,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
24765871,0,192260132,192260132
