state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
RJ,17264943,10166,58,7043.680888621645,0.27643534271782666,0.16666666666666666,5.792083993558507e-07,17250243.59038434,5839.184814889157,8860.224800771275,14689.409615660432
