"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"SC","4218004","Tijucas","36166","4","0","36170","-48.634","-27.241"
"SC","4218103","Timbé do Sul","5378","1","0","5379","-49.847","-28.83"
"SC","4218202","Timbó","42044","1","0","42045","-49.272","-26.823"
"SC","4218251","Timbó Grande","7699","0","0","7699","-50.674","-26.615"
"SC","4218301","Três Barras","19046","0","0","19046","-50.322","-26.106"
"SC","4218350","Treviso","3824","0","0","3824","-49.458","-28.516"
"SC","4218400","Treze de Maio","7080","2","0","7082","-49.148","-28.559"
"SC","4218509","Treze Tílias","7392","0","0","7392","-51.406","-27.002"
"SC","4218608","Trombudo Central","7135","0","0","7135","-49.79","-27.299"
"SC","4218707","Tubarão","103642","32","0","103674","-49.007","-28.467"
"SC","4218756","Tunápolis","4612","0","0","4612","-53.639","-26.969"
"SC","4218806","Turvo","12649","0","0","12649","-49.679","-28.926"
"SC","4218855","União do Oeste","2650","0","0","2650","-52.855","-26.761"
"SC","4218905","Urubici","11147","0","0","11147","-49.592","-28.015"
"SC","4218954","Urupema","2492","0","0","2492","-49.873","-27.953"
"SC","4219002","Urussanga","21087","3","0","21090","-49.321","-28.518"
"SC","4219101","Vargeão","3590","0","0","3590","-52.155","-26.864"
"SC","4219150","Vargem","2586","0","0","2586","-50.975","-27.489"
"SC","4219176","Vargem Bonita","4635","0","0","4635","-51.74","-27.007"
"SC","4219200","Vidal Ramos","6360","1","0","6361","-49.356","-27.392"
"SC","4219309","Videira","51498","1","0","51499","-51.152","-27.008"
"SC","4219358","Vitor Meireles","5089","0","0","5089","-49.833","-26.881"
"SC","4219408","Witmarsum","3876","0","0","3876","-49.796","-26.926"
"SC","4219507","Xanxerê","49057","0","0","49057","-52.404","-26.877"
"SC","4219606","Xavantina","4039","0","0","4039","-52.342","-27.069"
"SC","4219705","Xaxim","27921","0","0","27921","-52.535","-26.962"
"SC","4219853","Zortéa","3264","0","0","3264","-51.555","-27.451"
"SE","2800100","Amparo de São Francisco","2382","0","0","2382","-36.93","-10.134"
"SE","2800209","Aquidabã","21452","0","0","21452","-37.019","-10.281"
"SE","2800308","Aracaju","641487","36","0","641523","-37.072","-10.911"
"SE","2800407","Arauá","10467","0","0","10467","-37.62","-11.262"
"SE","2800506","Areia Branca","18329","0","0","18329","-37.315","-10.758"
"SE","2800605","Barra dos Coqueiros","29248","0","0","29248","-37.039","-10.909"
"SE","2800670","Boquim","26856","0","0","26856","-37.621","-11.147"
"SE","2800704","Brejo Grande","8271","0","0","8271","-36.466","-10.429"
"SE","2801009","Campo do Brito","17986","0","0","17986","-37.493","-10.733"
"SE","2801108","Canhoba","4057","0","0","4057","-36.985","-10.138"
"SE","2801207","Canindé de São Francisco","28832","0","0","28832","-37.788","-9.642"
"SE","2801306","Capela","33714","1","0","33715","-37.053","-10.503"
"SE","2801405","Carira","21665","0","0","21665","-37.701","-10.361"
"SE","2801504","Carmópolis","15952","0","0","15952","-36.989","-10.648"
"SE","2801603","Cedro de São João","5912","0","0","5912","-36.884","-10.252"
"SE","2801702","Cristinápolis","18092","0","0","18092","-37.755","-11.476"
"SE","2801900","Cumbe","3999","0","0","3999","-37.183","-10.355"
"SE","2802007","Divina Pastora","4975","0","0","4975","-37.148","-10.689"
"SE","2802106","Estância","68846","0","0","68846","-37.438","-11.268"
"SE","2802205","Feira Nova","5595","0","0","5595","-37.313","-10.264"
"SE","2802304","Frei Paulo","15200","0","0","15200","-37.534","-10.549"
"SE","2802403","Gararu","11730","0","0","11730","-37.083","-9.968"
"SE","2802502","General Maynard","3274","0","0","3274","-36.984","-10.689"
"SE","2802601","Graccho Cardoso","5859","0","0","5859","-37.198","-10.227"
"SE","2802700","Ilha das Flores","8604","0","0","8604","-36.54","-10.436"
"SE","2802809","Indiaroba","17600","0","0","17600","-37.512","-11.519"
"SE","2802908","Itabaiana","94392","1","0","94393","-37.425","-10.685"
"SE","2803005","Itabaianinha","41686","0","0","41686","-37.79","-11.274"
"SE","2803104","Itabi","5002","0","0","5002","-37.103","-10.126"
"SE","2803203","Itaporanga d'Ajuda","33713","0","0","33713","-37.311","-10.998"
"SE","2803302","Japaratuba","18474","0","0","18474","-36.94","-10.593"
"SE","2803401","Japoatã","13242","0","0","13242","-36.801","-10.347"
"SE","2803500","Lagarto","103188","0","0","103188","-37.65","-10.917"
"SE","2803609","Laranjeiras","29418","0","0","29418","-37.17","-10.806"
"SE","2803708","Macambira","6873","0","0","6873","-37.541","-10.666"
"SE","2803807","Malhada dos Bois","3673","0","0","3673","-36.924","-10.349"
"SE","2803906","Malhador","12645","0","0","12645","-37.305","-10.658"
"SE","2804003","Maruim","17225","0","0","17225","-37.082","-10.738"
"SE","2804102","Moita Bonita","11416","0","0","11416","-37.343","-10.578"
"SE","2804201","Monte Alegre de Sergipe","15017","0","0","15017","-37.562","-10.027"
"SE","2804300","Muribeca","7662","0","0","7662","-36.959","-10.427"
"SE","2804409","Neópolis","18956","0","0","18956","-36.579","-10.32"
"SE","2804458","Nossa Senhora Aparecida","8850","0","0","8850","-37.489","-10.443"
"SE","2804508","Nossa Senhora da Glória","36172","2","0","36174","-37.42","-10.218"
"SE","2804607","Nossa Senhora das Dores","26434","0","0","26434","-37.193","-10.492"
"SE","2804706","Nossa Senhora de Lourdes","6512","0","0","6512","-37.058","-10.079"
"SE","2804805","Nossa Senhora do Socorro","179661","0","0","179661","-37.126","-10.855"
"SE","2804904","Pacatuba","14291","2","0","14293","-36.651","-10.453"
"SE","2805000","Pedra Mole","3227","0","0","3227","-37.687","-10.617"
"SE","2805109","Pedrinhas","9523","0","0","9523","-37.674","-11.192"
"SE","2805208","Pinhão","6499","0","0","6499","-37.723","-10.567"
"SE","2805307","Pirambu","9153","0","0","9153","-36.856","-10.738"
"SE","2805406","Poço Redondo","34147","0","0","34147","-37.685","-9.806"
"SE","2805505","Poço Verde","23580","0","0","23580","-38.183","-10.708"
"SE","2805604","Porto da Folha","28615","0","0","28615","-37.278","-9.917"
"SE","2805703","Propriá","29743","2","0","29745","-36.84","-10.211"
"SE","2805802","Riachão do Dantas","19995","0","0","19995","-37.725","-11.069"
"SE","2805901","Riachuelo","10116","0","0","10116","-37.187","-10.728"
"SE","2806008","Ribeirópolis","18503","0","0","18503","-37.417","-10.539"
"SE","2806107","Rosário do Catete","10533","0","0","10533","-37.031","-10.696"
"SE","2806206","Salgado","20126","0","0","20126","-37.475","-11.032"
"SE","2806305","Santa Luzia do Itanhy","13936","0","0","13936","-37.448","-11.351"
"SE","2806404","Santana do São Francisco","7680","0","0","7680","-36.608","-10.291"
"SE","2806503","Santa Rosa de Lima","3926","0","0","3926","-37.194","-10.646"
"SE","2806602","Santo Amaro das Brotas","12086","0","0","12086","-37.054","-10.789"
"SE","2806701","São Cristóvão","88118","0","0","88118","-37.206","-11.015"
"SE","2806800","São Domingos","11053","0","0","11053","-37.568","-10.791"
"SE","2806909","São Francisco","3916","0","0","3916","-36.888","-10.333"
"SE","2807006","São Miguel do Aleixo","3923","0","0","3923","-37.381","-10.388"
"SE","2807105","Simão Dias","40683","1","0","40684","-37.811","-10.738"
"SE","2807204","Siriri","8765","0","0","8765","-37.113","-10.604"
"SE","2807303","Telha","3196","0","0","3196","-36.884","-10.208"
"SE","2807402","Tobias Barreto","51770","0","0","51770","-37.998","-11.184"
"SE","2807501","Tomar do Geru","13204","0","0","13204","-37.841","-11.373"
"SE","2807600","Umbaúba","24832","0","0","24832","-37.658","-11.383"
"SP","3500105","Adamantina","35093","1","0","35094","-51.073","-21.685"
"SP","3500204","Adolfo","3616","0","0","3616","-49.644","-21.235"
"SP","3500303","Aguaí","35189","0","0","35189","-46.979","-22.059"
"SP","3500402","Águas da Prata","8065","0","0","8065","-46.717","-21.937"
"SP","3500501","Águas de Lindóia","18411","1","0","18412","-46.633","-22.476"
"SP","3500550","Águas de Santa Bárbara","5977","0","0","5977","-49.239","-22.881"
"SP","3500600","Águas de São Pedro","3204","1","0","3205","-47.876","-22.599"
"SP","3500709","Agudos","36702","2","0","36704","-48.988","-22.469"
"SP","3500758","Alambari","5658","0","0","5658","-47.899","-23.551"
"SP","3500808","Alfredo Marcondes","4118","0","0","4118","-51.413","-21.955"
"SP","3500907","Altair","4085","0","0","4085","-49.059","-20.524"
"SP","3501004","Altinópolis","16199","0","0","16199","-47.374","-21.026"
"SP","3501103","Alto Alegre","4164","0","0","4164","-50.164","-21.581"
"SP","3501152","Alumínio","18194","0","0","18194","-47.262","-23.535"
"SP","3501202","Álvares Florence","3824","0","0","3824","-49.911","-20.321"
"SP","3501301","Álvares Machado","24733","0","0","24733","-51.472","-22.079"
"SP","3501400","Álvaro de Carvalho","5075","0","0","5075","-49.719","-22.089"
"SP","3501509","Alvinlândia","3182","0","0","3182","-49.763","-22.444"
"SP","3501608","Americana","231617","4","0","231621","-47.331","-22.739"
"SP","3501707","Américo Brasiliense","38699","2","0","38701","-48.102","-21.724"
"SP","3501806","Américo de Campos","5955","0","0","5955","-49.732","-20.299"
"SP","3501905","Amparo","70740","2","0","70742","-46.764","-22.701"
"SP","3502002","Analândia","4789","0","0","4789","-47.663","-22.126"
"SP","3502101","Andradina","57300","0","0","57300","-51.379","-20.896"
"SP","3502200","Angatuba","24400","0","0","24400","-48.413","-23.49"
"SP","3502309","Anhembi","6397","0","0","6397","-48.127","-22.789"
"SP","3502408","Anhumas","4026","0","0","4026","-51.387","-22.295"
"SP","3502507","Aparecida","36248","0","0","36248","-45.23","-22.847"
"SP","3502606","Aparecida d'Oeste","4362","0","0","4362","-50.88","-20.449"
"SP","3502705","Apiaí","25077","0","0","25077","-48.843","-24.509"
"SP","3502754","Araçariguama","20580","1","0","20581","-47.061","-23.439"
"SP","3502804","Araçatuba","193813","15","0","193828","-50.433","-21.209"
"SP","3502903","Araçoiaba da Serra","31914","1","0","31915","-47.614","-23.505"
"SP","3503000","Aramina","5519","0","0","5519","-47.786","-20.09"
"SP","3503109","Arandu","6360","0","0","6360","-49.054","-23.134"
"SP","3503158","Arapeí","2516","0","0","2516","-44.448","-22.674"
"SP","3503208","Araraquara","228653","11","0","228664","-48.176","-21.794"
"SP","3503307","Araras","130099","3","0","130102","-47.384","-22.357"
"SP","3503356","Arco-Íris","1873","0","0","1873","-50.465","-21.773"
"SP","3503406","Arealva","8402","0","0","8402","-48.911","-22.029"
"SP","3503505","Areias","3869","0","0","3869","-44.697","-22.58"
"SP","3503604","Areiópolis","11078","0","0","11078","-48.665","-22.668"
"SP","3503703","Ariranha","9365","0","0","9365","-48.787","-21.188"
"SP","3503802","Artur Nogueira","51125","1","0","51126","-47.173","-22.573"
"SP","3503901","Arujá","85184","15","0","85199","-46.321","-23.396"
"SP","3503950","Aspásia","1845","0","0","1845","-50.733","-20.159"
"SP","3504008","Assis","102264","4","0","102268","-50.412","-22.662"
"SP","3504107","Atibaia","138436","13","0","138449","-46.55","-23.117"
"SP","3504206","Auriflama","15024","0","0","15024","-50.555","-20.686"
"SP","3504305","Avaí","5306","0","0","5306","-49.333","-22.147"
"SP","3504404","Avanhandava","12918","0","0","12918","-49.95","-21.461"
"SP","3504503","Avaré","88935","3","0","88938","-48.926","-23.099"
"SP","3504602","Bady Bassitt","16602","2","0","16604","-49.445","-20.918"
"SP","3504701","Balbinos","5006","0","0","5006","-49.357","-21.9"
"SP","3504800","Bálsamo","8841","0","0","8841","-49.584","-20.735"
"SP","3504909","Bananal","10821","0","0","10821","-44.323","-22.684"
"SP","3505005","Barão de Antonina","3380","0","0","3380","-49.561","-23.627"
"SP","3505104","Barbosa","7190","0","0","7190","-49.949","-21.267"
"SP","3505203","Bariri","34327","1","0","34328","-48.74","-22.074"
"SP","3505302","Barra Bonita","36326","0","0","36326","-48.558","-22.495"
"SP","3505351","Barra do Chapéu","5619","0","0","5619","-49.025","-24.473"
"SP","3505401","Barra do Turvo","7803","1","0","7804","-48.505","-24.756"
"SP","3505500","Barretos","119943","5","0","119948","-48.568","-20.557"
"SP","3505609","Barrinha","31579","0","0","31579","-48.164","-21.194"
"SP","3505708","Barueri","264884","51","0","264935","-46.876","-23.511"
"SP","3505807","Bastos","21070","0","0","21070","-50.734","-21.922"
"SP","3505906","Batatais","61039","1","0","61040","-47.585","-20.891"
"SP","3506003","Bauru","369355","13","0","369368","-49.061","-22.315"
"SP","3506102","Bebedouro","77694","1","0","77695","-48.479","-20.949"
"SP","3506201","Bento de Abreu","2902","0","0","2902","-50.812","-21.271"
"SP","3506300","Bernardino de Campos","11169","0","0","11169","-49.474","-23.013"
"SP","3506359","Bertioga","57942","0","0","57942","-46.139","-23.854"
"SP","3506409","Bilac","7761","0","0","7761","-50.471","-21.403"
"SP","3506508","Birigui","119531","5","0","119536","-50.34","-21.289"
"SP","3506607","Biritiba-Mirim","31479","0","0","31479","-46.039","-23.573"
"SP","3506706","Boa Esperança do Sul","14638","0","0","14638","-48.391","-21.993"
"SP","3506805","Bocaina","11926","0","0","11926","-48.518","-22.136"
"SP","3506904","Bofete","11059","0","0","11059","-48.258","-23.102"
"SP","3507001","Boituva","56826","4","0","56830","-47.672","-23.283"
"SP","3507100","Bom Jesus dos Perdões","23530","0","0","23530","-46.465","-23.135"
"SP","3507159","Bom Sucesso de Itararé","3860","0","0","3860","-49.144","-24.318"
"SP","3507209","Borá","838","0","0","838","-50.534","-22.27"
"SP","3507308","Boracéia","4675","0","0","4675","-48.779","-22.193"
"SP","3507407","Borborema","15681","0","0","15681","-49.074","-21.62"
"SP","3507456","Borebi","2548","0","0","2548","-48.971","-22.569"
"SP","3507506","Botucatu","141009","23","0","141032","-48.445","-22.886"
"SP","3507605","Bragança Paulista","162407","28","0","162435","-46.542","-22.952"
"SP","3507704","Braúna","5506","0","0","5506","-50.316","-21.499"
"SP","3507753","Brejo Alegre","2790","0","0","2790","-50.185","-21.166"
"SP","3507803","Brodowski","23777","3","0","23780","-47.659","-20.991"
"SP","3507902","Brotas","23641","0","0","23641","-48.127","-22.284"
"SP","3508009","Buri","19655","0","0","19655","-48.593","-23.798"
"SP","3508108","Buritama","16714","0","0","16714","-50.147","-21.066"
"SP","3508207","Buritizal","4377","0","0","4377","-47.708","-20.191"
"SP","3508306","Cabrália Paulista","4371","0","0","4371","-49.338","-22.456"
"SP","3508405","Cabreúva","47210","0","0","47210","-47.133","-23.308"
"SP","3508504","Caçapava","91879","4","0","91883","-45.707","-23.101"
"SP","3508603","Cachoeira Paulista","32535","1","0","32536","-45.009","-22.665"
"SP","3508702","Caconde","19001","0","0","19001","-46.644","-21.529"
"SP","3508801","Cafelândia","17573","0","0","17573","-49.61","-21.803"
"SP","3508900","Caiabu","4207","1","0","4208","-51.236","-22.012"
"SP","3509007","Caieiras","96980","36","0","97016","-46.741","-23.364"
"SP","3509106","Caiuá","5628","0","0","5628","-51.998","-21.832"
"SP","3509205","Cajamar","72870","5","0","72875","-46.877","-23.356"
"SP","3509254","Cajati","28916","0","0","28916","-48.123","-24.736"
"SP","3509304","Cajobi","10393","0","0","10393","-48.809","-20.88"
"SP","3509403","Cajuru","25444","1","0","25445","-47.304","-21.275"
"SP","3509452","Campina do Monte Alegre","5932","0","0","5932","-48.477","-23.592"
"SP","3509502","Campinas","1173258","112","0","1173370","-47.061","-22.906"
"SP","3509601","Campo Limpo Paulista","81693","0","0","81693","-46.784","-23.206"
"SP","3509700","Campos do Jordão","51156","1","0","51157","-45.591","-22.739"
"SP","3509809","Campos Novos Paulista","4870","0","0","4870","-50.003","-22.603"
"SP","3509908","Cananéia","12606","0","0","12606","-47.927","-25.015"
"SP","3509957","Canas","4914","0","0","4914","-45.055","-22.704"
"SP","3510005","Cândido Mota","31198","0","0","31198","-50.387","-22.746"
"SP","3510104","Cândido Rodrigues","2786","0","0","2786","-48.631","-21.325"
"SP","3510153","Canitar","4956","0","0","4956","-49.783","-23.006"
"SP","3510203","Capão Bonito","47475","0","0","47475","-48.349","-24.006"
"SP","3510302","Capela do Alto","19747","0","0","19747","-47.735","-23.471"
"SP","3510401","Capivari","53731","0","0","53731","-47.508","-22.995"
"SP","3510500","Caraguatatuba","115069","2","0","115071","-45.413","-23.62"
"SP","3510609","Carapicuíba","394429","36","0","394465","-46.836","-23.523"
"SP","3510708","Cardoso","12305","0","0","12305","-49.914","-20.082"
"SP","3510807","Casa Branca","30012","0","0","30012","-47.086","-21.774"
"SP","3510906","Cássia dos Coqueiros","2607","0","0","2607","-47.17","-21.283"
"SP","3511003","Castilho","20120","0","0","20120","-51.488","-20.872"
"SP","3511102","Catanduva","120086","6","0","120092","-48.973","-21.138"
"SP","3511201","Catiguá","7652","0","0","7652","-49.058","-21.049"
"SP","3511300","Cedral","8869","1","0","8870","-49.268","-20.903"
"SP","3511409","Cerqueira César","19304","0","0","19304","-49.166","-23.036"
"SP","3511508","Cerquilho","45947","0","0","45947","-47.744","-23.165"
"SP","3511607","Cesário Lange","17378","0","0","17378","-47.953","-23.227"
"SP","3511706","Charqueada","16608","0","0","16608","-47.778","-22.51"
"SP","3511904","Clementina","8124","0","0","8124","-50.449","-21.56"
"SP","3512001","Colina","18311","0","0","18311","-48.541","-20.713"
"SP","3512100","Colômbia","6218","0","0","6218","-48.689","-20.176"
"SP","3512209","Conchal","27345","0","0","27345","-47.173","-22.33"
"SP","3512308","Conchas","17522","1","0","17523","-48.011","-23.015"
"SP","3512407","Cordeirópolis","23517","0","0","23517","-47.457","-22.482"
"SP","3512506","Coroados","5820","0","0","5820","-50.281","-21.352"
"SP","3512605","Coronel Macedo","4881","0","0","4881","-49.314","-23.631"
"SP","3512704","Corumbataí","4045","0","0","4045","-47.626","-22.22"
"SP","3512803","Cosmópolis","67960","0","0","67960","-47.196","-22.646"
"SP","3512902","Cosmorama","7381","0","0","7381","-49.778","-20.478"
"SP","3513009","Cotia","233632","64","0","233696","-46.919","-23.604"
"SP","3513108","Cravinhos","34379","5","0","34384","-47.729","-21.34"
"SP","3513207","Cristais Paulista","8343","0","0","8343","-47.42","-20.397"
"SP","3513306","Cruzália","2185","0","0","2185","-50.794","-22.677"
"SP","3513405","Cruzeiro","81406","0","0","81406","-44.963","-22.576"
"SP","3513504","Cubatão","127884","3","0","127887","-46.425","-23.895"
"SP","3513603","Cunha","22007","0","0","22007","-44.96","-23.074"
"SP","3513702","Descalvado","33165","0","0","33165","-47.619","-21.904"
"SP","3513801","Diadema","415109","71","0","415180","-46.623","-23.686"
"SP","3513850","Dirce Reis","1779","0","0","1779","-50.606","-20.466"
"SP","3513900","Divinolândia","11437","0","0","11437","-46.739","-21.661"
"SP","3514007","Dobrada","8669","0","0","8669","-48.394","-21.517"
"SP","3514106","Dois Córregos","26706","0","0","26706","-48.38","-22.366"
"SP","3514205","Dolcinópolis","2139","0","0","2139","-50.513","-20.123"
"SP","3514304","Dourado","8903","0","0","8903","-48.318","-22.1"
"SP","3514403","Dracena","46087","1","0","46088","-51.533","-21.483"
"SP","3514502","Duartina","12558","0","0","12558","-49.404","-22.414"
"SP","3514601","Dumont","9325","0","0","9325","-47.973","-21.236"
"SP","3514700","Echaporã","6281","0","0","6281","-50.201","-22.429"
"SP","3514809","Eldorado","15387","1","0","15388","-48.108","-24.52"
"SP","3514908","Elias Fausto","17241","0","0","17241","-47.374","-23.043"
"SP","3514924","Elisiário","3494","0","0","3494","-49.112","-21.166"
"SP","3514957","Embaúba","2479","0","0","2479","-48.836","-20.983"
"SP","3515004","Embu das Artes","264411","37","0","264448","-46.852","-23.649"
"SP","3515103","Embu-Guaçu","67784","4","0","67788","-46.811","-23.832"
"SP","3515129","Emilianópolis","3186","0","0","3186","-51.483","-21.833"
"SP","3515152","Engenheiro Coelho","19059","0","0","19059","-47.215","-22.488"
"SP","3515186","Espírito Santo do Pinhal","44036","0","0","44036","-46.741","-22.191"
"SP","3515194","Espírito Santo do Turvo","4668","0","0","4668","-49.43","-22.692"
"SP","3515202","Estrela d'Oeste","8464","0","0","8464","-50.401","-20.288"
"SP","3515301","Estrela do Norte","2765","0","0","2765","-51.66","-22.488"
"SP","3515350","Euclides da Cunha Paulista","9600","0","0","9600","-52.59","-22.561"
"SP","3515400","Fartura","15994","0","0","15994","-49.51","-23.388"
"SP","3515509","Fernandópolis","68399","0","0","68399","-50.246","-20.284"
"SP","3515608","Fernando Prestes","5771","0","0","5771","-48.685","-21.264"
"SP","3515657","Fernão","1680","0","0","1680","-49.521","-22.359"
"SP","3515707","Ferraz de Vasconcelos","186773","35","0","186808","-46.369","-23.541"
"SP","3515806","Flora Rica","1602","0","0","1602","-51.384","-21.676"
"SP","3515905","Floreal","2996","0","0","2996","-50.145","-20.677"
"SP","3516002","Flórida Paulista","14143","0","0","14143","-51.174","-21.615"
"SP","3516101","Florínia","2778","0","0","2778","-50.738","-22.903"
"SP","3516200","Franca","344701","3","0","344704","-47.401","-20.539"
"SP","3516309","Francisco Morato","169928","14","0","169942","-46.745","-23.282"
"SP","3516408","Franco da Rocha","147628","22","0","147650","-46.727","-23.322"
"SP","3516507","Gabriel Monteiro","2791","0","0","2791","-50.555","-21.531"
"SP","3516606","Gália","6834","0","0","6834","-49.553","-22.291"
"SP","3516705","Garça","44555","2","0","44557","-49.656","-22.211"
"SP","3516804","Gastão Vidigal","4634","0","0","4634","-50.187","-20.799"
"SP","3516853","Gavião Peixoto","4714","0","0","4714","-48.495","-21.839"
"SP","3516903","General Salgado","10956","0","0","10956","-50.361","-20.648"
"SP","3517000","Getulina","11325","0","0","11325","-49.929","-21.799"
"SP","3517109","Glicério","4787","0","0","4787","-50.211","-21.384"
"SP","3517208","Guaiçara","11752","0","0","11752","-49.799","-21.622"
"SP","3517307","Guaimbê","5717","0","0","5717","-49.897","-21.91"
"SP","3517406","Guaíra","40053","0","0","40053","-48.311","-20.318"
"SP","3517505","Guapiaçu","20340","0","0","20340","-49.22","-20.795"
"SP","3517604","Guapiara","17758","0","0","17758","-48.533","-24.185"
"SP","3517703","Guará","20997","0","0","20997","-47.824","-20.428"
"SP","3517802","Guaraçaí","8495","0","0","8495","-51.207","-21.028"
"SP","3517901","Guaraci","10872","0","0","10872","-48.945","-20.499"
"SP","3518008","Guarani d'Oeste","2018","0","0","2018","-50.339","-20.075"
"SP","3518107","Guarantã","6662","0","0","6662","-49.59","-21.895"
"SP","3518206","Guararapes","32499","3","0","32502","-50.643","-21.261"
"SP","3518305","Guararema","28663","1","0","28664","-46.035","-23.415"
"SP","3518404","Guaratinguetá","119752","1","0","119753","-45.193","-22.816"
"SP","3518503","Guareí","17213","0","0","17213","-48.184","-23.373"
"SP","3518602","Guariba","38861","0","0","38861","-48.228","-21.36"
"SP","3518701","Guarujá","313409","12","0","313421","-46.256","-23.993"
"SP","3518800","Guarulhos","1336873","214","0","1337087","-46.533","-23.463"
"SP","3518859","Guatapará","7496","0","0","7496","-48.038","-21.497"
"SP","3518909","Guzolândia","5142","0","0","5142","-50.662","-20.65"
"SP","3519006","Herculândia","9338","0","0","9338","-50.385","-22.004"
"SP","3519055","Holambra","13698","0","0","13698","-47.056","-22.633"
"SP","3519071","Hortolândia","219037","2","0","219039","-47.22","-22.858"
"SP","3519105","Iacanga","11206","0","0","11206","-49.025","-21.89"
"SP","3519204","Iacri","6457","0","0","6457","-50.689","-21.858"
"SP","3519253","Iaras","8230","0","0","8230","-49.163","-22.871"
"SP","3519303","Ibaté","33884","0","0","33884","-47.997","-21.955"
"SP","3519402","Ibirá","11979","1","0","11980","-49.241","-21.08"
"SP","3519501","Ibirarema","7459","0","0","7459","-50.073","-22.818"
"SP","3519600","Ibitinga","58188","0","0","58188","-48.829","-21.758"
"SP","3519709","Ibiúna","77004","1","0","77005","-47.223","-23.656"
"SP","3519808","Icém","8055","0","0","8055","-49.195","-20.342"
"SP","3519907","Iepê","8070","0","0","8070","-51.076","-22.661"
"SP","3520004","Igaraçu do Tietê","24525","0","0","24525","-48.558","-22.509"
"SP","3520103","Igarapava","29902","0","0","29902","-47.747","-20.038"
"SP","3520202","Igaratá","9396","1","0","9397","-46.156","-23.204"
"SP","3520301","Iguape","30519","0","0","30519","-47.555","-24.708"
"SP","3520400","Ilhabela","32781","1","0","32782","-45.358","-23.778"
"SP","3520426","Ilha Comprida","10467","9","0","10476","-47.54","-24.741"
"SP","3520442","Ilha Solteira","26443","0","0","26443","-51.343","-20.433"
"SP","3520509","Indaiatuba","235363","4","0","235367","-47.218","-23.09"
"SP","3520608","Indiana","4936","0","0","4936","-51.252","-22.174"
"SP","3520707","Indiaporã","3960","0","0","3960","-50.29","-19.98"
"SP","3520806","Inúbia Paulista","3907","0","0","3907","-50.962","-21.77"
"SP","3520905","Ipaussu","14674","0","0","14674","-49.626","-23.057"
"SP","3521002","Iperó","34149","0","0","34149","-47.689","-23.35"
"SP","3521101","Ipeúna","7047","0","0","7047","-47.719","-22.436"
"SP","3521150","Ipiguá","5101","0","0","5101","-49.387","-20.657"
"SP","3521200","Iporanga","4316","0","0","4316","-48.593","-24.586"
"SP","3521309","Ipuã","15752","0","0","15752","-48.012","-20.438"
"SP","3521408","Iracemápolis","22913","1","0","22914","-47.519","-22.581"
"SP","3521507","Irapuã","7827","0","0","7827","-49.409","-21.279"
"SP","3521606","Irapuru","8217","0","0","8217","-51.345","-21.571"
"SP","3521705","Itaberá","17946","0","0","17946","-49.137","-23.862"
"SP","3521804","Itaí","26287","0","0","26287","-49.091","-23.418"
"SP","3521903","Itajobi","15212","0","0","15212","-49.054","-21.318"
"SP","3522000","Itaju","3655","0","0","3655","-48.805","-21.981"
"SP","3522109","Itanhaém","97437","2","0","97439","-46.789","-24.183"
"SP","3522158","Itaóca","3339","0","0","3339","-48.843","-24.64"
"SP","3522208","Itapecerica da Serra","169076","27","0","169103","-46.849","-23.717"
"SP","3522307","Itapetininga","158557","4","0","158561","-48.053","-23.592"
"SP","3522406","Itapeva","93144","1","0","93145","-48.876","-23.982"
"SP","3522505","Itapevi","226469","19","0","226488","-46.934","-23.549"
"SP","3522604","Itapira","73409","1","0","73410","-46.822","-22.436"
"SP","3522653","Itapirapuã Paulista","4161","0","0","4161","-49.168","-24.574"
"SP","3522703","Itápolis","42547","0","0","42547","-48.813","-21.596"
"SP","3522802","Itaporanga","15140","0","0","15140","-49.49","-23.708"
"SP","3522901","Itapuí","13475","0","0","13475","-48.719","-22.233"
"SP","3523008","Itapura","4760","0","0","4760","-51.509","-20.646"
"SP","3523107","Itaquaquecetuba","356746","28","0","356774","-46.348","-23.486"
"SP","3523206","Itararé","50242","1","0","50243","-49.341","-24.115"
"SP","3523305","Itariri","16913","0","0","16913","-47.174","-24.289"
"SP","3523404","Itatiba","114911","1","0","114912","-46.839","-23.006"
"SP","3523503","Itatinga","19950","1","0","19951","-48.616","-23.102"
"SP","3523602","Itirapina","17377","0","0","17377","-47.823","-22.253"
"SP","3523701","Itirapuã","6363","0","0","6363","-47.219","-20.641"
"SP","3523800","Itobi","7842","0","0","7842","-46.975","-21.737"
"SP","3523909","Itu","168640","3","0","168643","-47.299","-23.264"
"SP","3524006","Itupeva","55595","1","0","55596","-47.058","-23.153"
"SP","3524105","Ituverava","41206","0","0","41206","-47.781","-20.339"
"SP","3524204","Jaborandi","6900","0","0","6900","-48.413","-20.688"
"SP","3524303","Jaboticabal","76189","7","0","76196","-48.322","-21.255"
"SP","3524402","Jacareí","228212","2","0","228214","-45.966","-23.305"
"SP","3524501","Jaci","6608","1","0","6609","-49.57","-20.882"
"SP","3524600","Jacupiranga","17876","0","0","17876","-48.002","-24.693"
"SP","3524709","Jaguariúna","53068","1","0","53069","-46.986","-22.706"
"SP","3524808","Jales","49016","1","0","49017","-50.546","-20.269"
"SP","3524907","Jambeiro","6200","0","0","6200","-45.688","-23.254"
"SP","3525003","Jandira","120172","5","0","120177","-46.903","-23.528"
