# S,I,R,Nw
2938082,9,0,0
2938079,10,1,2
2938076,11,3,5
2938073,12,5,8
2938069,14,7,12
2938066,15,10,15
2938062,16,13,19
2938057,18,15,24
2938053,19,19,28
2938047,21,22,34
2938042,23,26,39
2938035,25,30,46
2938029,27,34,52
2938021,30,39,60
2938013,33,45,68
2938005,36,50,76
2937995,39,57,86
2937985,42,63,96
2937973,46,71,108
2937961,50,79,120
2937948,55,88,133
2937933,60,98,148
2937917,65,108,164
2937900,71,119,181
2937881,77,132,200
2937861,84,145,220
2937838,92,160,243
2937814,100,176,267
2937788,109,194,293
2937759,119,213,322
2937727,130,234,354
2937693,141,256,388
2937656,154,281,425
2937615,168,308,466
2937571,183,337,510
2937523,199,369,558
2937470,217,404,611
2937413,236,441,668
2937351,257,483,730
2937283,280,528,798
2937209,305,576,872
2937128,333,630,953
2937041,362,688,1040
2936945,395,751,1136
2936841,430,819,1240
2936728,468,894,1353
2936605,510,976,1476
2936470,556,1065,1611
2936324,605,1161,1757
2936165,659,1267,1916
2935991,718,1382,2090
2935802,782,1507,2279
2935596,851,1643,2485
2935372,927,1791,2709
2935128,1010,1952,2953
2934863,1100,2128,3218
2934573,1198,2320,3508
2934258,1304,2528,3823
