# S,I,R,Nw
3015258,9,0,0
3015255,10,1,2
3015252,11,3,5
3015249,12,5,8
3015246,13,7,11
3015243,14,10,14
3015239,15,12,18
3015235,16,15,22
3015231,18,18,26
3015227,19,21,30
3015222,20,24,35
3015217,22,28,40
3015211,24,32,46
3015205,26,36,52
3015198,28,40,59
3015191,30,45,66
3015184,32,51,73
3015175,35,56,82
3015167,37,62,90
3015157,40,69,100
3015147,44,76,110
3015136,47,84,121
3015124,51,92,133
3015111,54,101,146
3015098,59,110,159
3015083,63,120,174
3015067,68,131,190
3015050,73,143,207
3015031,79,156,226
3015011,85,170,246
3014990,92,185,267
3014967,99,201,290
3014942,106,218,315
3014915,115,236,342
3014887,124,256,370
3014856,133,278,401
3014822,143,301,435
3014786,154,326,471
3014748,166,353,509
3014706,179,381,551
3014661,193,412,596
3014613,208,446,644
3014561,224,482,696
3014505,241,521,752
3014444,260,563,813
3014379,280,608,878
3014309,301,656,948
3014234,324,708,1023
3014153,349,764,1104
3014066,376,825,1191
3013972,405,890,1285
3013871,436,960,1386
3013762,469,1036,1495
3013644,505,1117,1613
3013518,544,1204,1739
3013382,586,1299,1875
3013235,631,1400,2022
3013078,680,1509,2179
3012908,732,1627,2349
3012725,788,1754,2532
3012528,848,1890,2729
3012316,913,2037,2941
3012088,983,2195,3169
3011843,1059,2365,3414
