ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3547304,Santana de Parnaíba,SP,129261,141,56,24.331200704135217,0.23546278784474467,0.16666666666666666,6.32465756117023e-06,129131.3374050829,38.416610903082415,91.24598401402777,128.8450633560958
