ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3302858,Mesquita,RJ,171020,154,30,12.655602168986961,0.2388633862771419,0.16666666666666666,3.961829993218215e-05,170840.39682446327,58.94707863527385,120.65609690143273,172.82765388230476
