# S,I,R,Nw
4018649,0,0,0
4018648,1,0,0
4018648,1,0,0
4018647,1,0,1
4018647,1,0,1
4018646,1,1,2
4018646,2,1,2
4018645,2,1,3
4018644,3,2,4
4018643,3,2,5
4018642,4,3,6
4018640,4,4,8
4018639,5,5,9
4018637,6,6,11
4018634,7,7,14
4018632,8,8,16
4018629,10,10,19
4018625,12,12,23
4018621,13,14,27
4018616,16,16,32
4018611,18,19,37
4018604,22,23,44
4018597,25,27,51
4018588,29,31,60
4018578,34,37,70
4018566,40,43,82
4018552,46,50,96
4018536,54,59,112
4018517,63,68,131
4018495,73,80,153
4018470,86,93,178
4018440,100,109,208
4018406,116,127,242
4018366,135,148,282
4018319,157,172,329
4018265,183,200,383
4018202,213,233,446
4018129,248,272,519
4018044,288,316,604
4017945,335,368,703
4017830,390,429,819
4017695,454,499,953
4017540,528,581,1109
4017358,614,676,1290
4017147,715,787,1501
4016902,831,915,1746
4016616,967,1065,2032
4016284,1125,1239,2364
4015898,1309,1442,2750
4015449,1522,1677,3199
4014927,1770,1951,3721
4014320,2059,2270,4328
4013614,2394,2640,5034
4012793,2784,3071,5855
4011839,3238,3572,6809
4010730,3764,4154,7918
4009441,4376,4831,9207
4007943,5087,5619,10705
4006202,5913,6534,12446
4004180,6871,7597,14468
4001832,7984,8833,16817
3999105,9275,10269,19543
3995940,10772,11936,22708
3992268,12507,13873,26380
3988010,14518,16121,30638
3983074,16845,18730,35574
3977355,19537,21756,41293
3970734,22649,25266,47914
3963075,26241,29333,55573
3954223,30383,34043,64425
3944002,35152,39495,74647
3932214,40634,45800,86434
3918639,46925,53085,100009
3903029,54127,61493,115619
3885113,62351,71184,133535
3864592,71717,82340,154056
3841143,82346,95160,177505
3814420,94363,109866,204228
3784061,107890,126698,234588
3749689,123040,145919,268959
3710927,139914,167808,307721
3667407,158584,192657,351241
3618784,179093,220771,399864
3564757,201434,252457,453891
3505088,225546,288015,513561
3439621,251297,327730,579027
3368311,278478,371860,650338
3291238,306791,420620,727410
3208628,335854,474166,810020
3120862,365200,532587,897786
3028476,394288,595885,990173
2932155,422524,663969,1086493
2832717,449287,736645,1185931
2731077,473957,813615,1287571
2628218,495949,894482,1390430
2525147,514748,978754,1493501
2422853,529932,1065864,1595796
2322267,541201,1155181,1696381
2224232,548380,1246037,1794416
2129474,551430,1337744,1889174
2038588,550438,1429622,1980060
1952035,545603,1521010,2066613
1870139,537217,1611292,2148509
1793098,525644,1699906,2225550
1721000,511295,1786353,2297648
1653836,494605,1870208,2364813
1591516,476016,1951116,2427132
1533893,455957,2028798,2484755
1480771,434835,2103043,2537878
1431921,413022,2173705,2586727
1387098,390853,2240698,2631550
1346042,368620,2303986,2672606
1308493,346573,2363582,2710155
1274195,324921,2419533,2744453
1242897,303832,2471920,2775751
1214359,283440,2520849,2804289
1188356,263848,2566445,2830292
1164674,245128,2608847,2853974
1143114,227329,2648205,2875534
1123493,210479,2684676,2895155
1105639,194590,2718419,2913009
1089397,179659,2749593,2929251
1074622,165669,2778357,2944026
1061182,152599,2804867,2957466
1048958,140417,2829273,2969690
1037839,129089,2851721,2980809
1027726,118574,2872348,2990922
1018526,108834,2891289,3000122
1010158,99824,2908667,3008490
1002545,91502,2924602,3016103
995620,83825,2939204,3023028
989319,76753,2952577,3029329
983586,70244,2964819,3035063
978369,64259,2976021,3040279
973622,58760,2986266,3045026
969302,53713,2995633,3049346
965371,49084,3004194,3053277
961793,44840,3012016,3056855
958536,40952,3019160,3060112
955572,37392,3025685,3063076
952873,34134,3031641,3065775
950417,31153,3037078,3068231
948181,28427,3042040,3070467
946145,25936,3046567,3072503
944292,23659,3050697,3074356
942605,21579,3054465,3076043
941068,19679,3057901,3077580
939670,17945,3061034,3078978
938396,16362,3063891,3080252
937236,14916,3066496,3081412
936180,13598,3068870,3082468
935219,12395,3071035,3083429
934343,11297,3073008,3084305
933546,10296,3074806,3085102
932820,9383,3076445,3085828
932159,8551,3077939,3086489
931557,7792,3079300,3087091
931008,7100,3080540,3087640
930509,6470,3081670,3088139
930054,5895,3082700,3088594
929640,5371,3083638,3089008
929263,4893,3084493,3089385
928920,4458,3085271,3089729
928607,4061,3085981,3090041
928322,3700,3086627,3090326
928062,3370,3087216,3090586
927826,3070,3087752,3090822
927611,2797,3088241,3091037
927415,2548,3088686,3091233
927236,2321,3089091,3091412
927074,2114,3089461,3091574
926926,1925,3089797,3091722
926791,1754,3090104,3091857
926668,1597,3090383,3091980
926556,1455,3090637,3092092
926454,1325,3090869,3092194
926362,1207,3091080,3092286
926277,1099,3091272,3092371
926200,1001,3091447,3092448
926130,912,3091606,3092518
926066,831,3091752,3092582
926008,757,3091884,3092640
925955,689,3092004,3092693
925907,628,3092114,3092741
925863,572,3092214,3092785
925823,521,3092305,3092825
925786,474,3092388,3092862
925753,432,3092463,3092895
925723,393,3092532,3092925
925696,358,3092595,3092953
925670,326,3092652,3092978
925648,297,3092704,3093000
925627,270,3092751,3093021
925608,246,3092794,3093040
925591,224,3092834,3093057
925575,204,3092869,3093073
925561,186,3092902,3093087
925548,169,3092932,3093101
925536,154,3092959,3093112
925525,140,3092983,3093123
925515,128,3093006,3093133
