# S,I,R,Nw
4018649,0,0,0
4018648,1,0,0
4018648,1,0,0
4018647,1,0,1
4018647,1,0,1
4018646,1,1,2
4018646,2,1,2
4018645,2,1,3
4018644,3,2,4
4018643,3,2,5
4018642,4,3,6
4018640,4,4,8
4018639,5,5,9
4018637,6,6,11
4018634,7,7,14
4018632,8,8,16
4018629,10,10,19
4018625,12,12,23
4018621,13,14,27
4018616,16,16,32
4018611,18,19,37
4018604,22,23,44
4018597,25,27,51
4018588,29,31,60
4018578,34,37,70
4018566,40,43,82
4018552,46,50,96
4018536,54,59,112
4018517,63,68,131
4018495,73,80,153
4018470,86,93,178
4018440,100,109,208
4018406,116,127,242
4018366,135,148,282
4018319,157,172,329
4018265,183,201,383
4018202,213,234,446
4018129,248,272,519
4018044,288,317,605
