# S,I,R,Nw
17264941,1,0,0
17264941,1,0,0
17264940,1,0,1
17264939,2,0,2
17264938,3,1,3
17264937,3,1,4
17264935,5,2,6
17264932,6,3,9
17264929,8,4,12
17264925,10,6,16
17264920,14,8,21
17264913,17,11,28
17264905,23,14,36
17264894,29,19,47
17264880,37,24,61
17264862,48,31,79
17264839,62,41,102
17264809,80,53,132
17264771,102,68,169
17264723,131,87,218
17264661,168,112,280
17264582,216,144,359
17264480,276,185,461
17264350,354,238,591
17264183,454,305,758
17263969,582,391,972
17263695,746,501,1246
17263344,955,642,1597
17262895,1224,823,2046
17262319,1568,1054,2622
17261582,2009,1351,3359
17260637,2573,1731,4303
17259428,3296,2218,5513
17257879,4221,2841,7062
17255896,5406,3639,9045
17253356,6924,4662,11585
17250103,8867,5971,14838
17245940,11354,7648,19001
17240610,14537,9795,24331
17233789,18609,12543,31152
17225062,23818,16061,39879
17213900,30478,20563,51041
17199630,38988,26323,65311
17181397,49855,33690,83544
17158115,63718,43108,106826
17128415,81385,55141,136526
17090570,103867,70504,174371
17042417,132424,90101,222523
16981262,168611,115069,283678
16903778,214331,146833,361163
16805895,271878,187169,459046
16682708,343967,238267,582232
16528407,433729,302806,736534
16336269,544654,384018,928672
16098760,680443,485739,1166181
15807798,844727,612417,1457143
15455244,1040625,769073,1809697
15033660,1270120,961162,2231281
14537361,1533260,1194320,2727580
13963659,1827310,1473972,3301282
13314133,2146008,1804801,3950808
12595611,2479210,2190121,4669330
11820498,2813191,2631252,5444442
11006202,3131744,3126996,6258739
10173569,3418003,3673370,7091372
9344628,3656636,4263678,7920313
8540143,3835860,4888939,8724798
7777539,3948798,5538605,9487402
7069630,3993885,6201426,10195311
6424252,3974385,6866305,10840689
5844658,3897267,7523016,11420283
5330401,3771832,8162708,11934540
4878373,3608386,8778182,12386568
4483805,3417173,9363963,12781135
4141088,3207629,9916224,13123853
3844371,2987958,10432613,13420570
3587963,2764951,10912027,13676978
3366574,2543988,11354379,13898367
3175428,2329147,11760366,14089513
3010303,2123371,12131267,14254638
2867520,1928650,12468772,14397421
2743903,1746205,12774834,14521038
2636729,1576655,13051558,14628212
2543672,1420158,13301111,14721269
2462750,1276532,13525659,14802190
2392275,1145352,13727314,14872666
2330809,1026030,13908103,14934132
2277125,917872,14069945,14987816
2230177,820126,14214639,15034764
2189069,732017,14343856,15075872
2153035,652770,14459137,15111906
2121415,581630,14561896,15143526
2093642,517875,14653424,15171299
2069228,460820,14734893,15195713
