ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3552502,Suzano,SP,288056,179,44,39.81819134069962,0.25723448551235645,0.16666666666666666,4.4031143376577415e-06,287864.6250989887,68.16031515999886,123.21458585122484,190.1065575075754
