# S,I,R,Nw
11433947,9,0,0
11433944,10,1,2
11433941,11,3,5
11433938,12,5,8
11433934,14,7,12
11433931,15,10,15
11433927,16,13,19
11433922,18,16,24
11433917,19,19,29
11433912,21,22,34
11433906,23,26,40
11433900,25,30,46
11433893,28,35,53
11433886,30,40,60
11433877,33,45,69
11433868,36,51,78
11433859,39,57,87
11433848,43,64,98
11433837,47,72,109
11433824,51,80,122
11433810,56,89,136
11433795,61,99,151
11433779,67,110,167
11433761,73,122,185
11433742,79,134,204
11433721,87,148,225
11433698,95,163,248
11433672,103,180,274
11433645,113,198,301
11433615,123,218,331
11433582,134,239,364
11433547,146,263,399
11433508,159,288,438
11433466,174,316,480
11433420,190,346,526
11433369,207,379,577
11433315,225,416,631
11433255,246,455,691
11433190,268,498,756
11433119,292,545,827
11433041,319,596,905
11432957,348,651,989
11432864,379,712,1082
11432764,413,778,1182
11432655,451,850,1291
11432535,492,929,1411
11432405,536,1014,1541
11432263,585,1108,1683
11432108,637,1210,1838
11431940,695,1321,2006
11431756,758,1442,2190
11431555,826,1574,2391
11431336,901,1718,2610
11431098,983,1875,2848
11430838,1071,2046,3108
11430555,1168,2233,3391
11430246,1274,2436,3700
11429909,1389,2658,4037
11429542,1514,2900,4404
