# S,I,R,Nw
12038173,1,0,0
12038172,1,0,0
12038172,2,0,1
12038171,2,1,2
12038170,3,1,3
12038169,3,2,4
12038167,4,2,5
12038166,5,3,7
12038163,6,4,9
12038161,7,5,11
12038158,9,7,14
12038155,10,8,18
12038150,13,10,22
12038146,15,13,27
12038140,18,16,33
12038133,22,19,40
12038124,26,23,48
12038114,31,28,58
12038102,38,34,70
12038088,45,41,85
12038071,54,49,102
12038050,64,59,122
12038026,77,71,147
12037997,92,85,176
12037962,109,102,210
12037921,131,122,251
12037872,156,146,301
12037813,186,174,359
12037743,222,208,429
12037660,265,249,513
12037560,316,297,612
12037441,377,355,731
12037299,450,424,873
12037130,537,506,1042
12036929,641,604,1244
12036688,764,721,1484
12036401,912,861,1771
12036059,1088,1027,2114
12035651,1298,1225,2522
12035164,1548,1462,3009
12034583,1846,1744,3589
12033890,2202,2081,4282
12033064,2627,2482,5108
12032079,3133,2961,6093
12030905,3737,3532,7268
12029504,4456,4213,8669
12027834,5314,5026,10339
12025842,6337,5994,12330
12023468,7557,7149,14705
