ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3550308,São Paulo,SP,12038175,3612,41,320.1416745654796,0.34300893905542557,0.16666666666666666,1.2764640877528338e-07,12033890.955290537,2202.820215215186,2081.224494246881,4282.508079655107
