# S,I,R,Nw
9132068,9,0,0
9132063,12,1,4
9132059,14,4,8
9132052,18,6,15
9132045,22,10,22
9132036,26,14,31
9132025,32,19,42
9132012,40,25,55
9131996,48,32,71
9131976,59,41,91
9131952,72,52,115
9131923,88,66,144
9131887,107,82,180
9131844,131,102,223
9131791,160,126,276
9131726,195,156,341
9131647,238,192,420
9131551,290,236,516
9131434,353,289,633
9131292,430,354,775
9131118,525,434,949
9130906,640,531,1161
9130648,780,649,1419
9130334,950,792,1733
9129951,1158,968,2116
9129484,1411,1181,2583
9128915,1720,1441,3152
9128222,2096,1758,3845
9127378,2554,2145,4689
