# S,I,R,Nw
9132068,9,0,0
9132063,12,1,4
9132059,14,4,8
9132052,18,6,15
9132045,22,10,22
9132036,26,14,31
9132025,32,19,42
9132012,40,25,55
9131996,48,32,71
9131976,59,41,91
9131952,72,52,115
9131923,88,66,144
9131887,107,82,180
9131844,131,102,223
9131791,160,126,276
9131726,195,156,341
9131647,238,192,420
9131551,290,236,516
9131434,353,289,633
9131292,430,354,775
9131118,525,434,949
9130906,640,531,1161
9130648,780,649,1419
9130334,950,792,1733
9129951,1158,968,2116
9129484,1411,1181,2583
9128915,1720,1441,3152
9128222,2096,1758,3845
9127378,2554,2145,4689
9126349,3112,2616,5718
9125095,3792,3189,6972
9123568,4620,3888,8499
9121708,5629,4739,10359
9119443,6857,5777,12624
9116685,8352,7040,15382
9113326,10172,8579,18741
9109238,12386,10453,22829
9104262,15080,12734,27805
9098209,18356,15512,33858
9090847,22337,18892,41220
9081898,27173,23005,50169
9071025,33043,28008,61042
9057825,40162,34089,74242
9041812,48786,41479,90255
9022405,59220,50452,109662
8998913,71824,61340,133154
8970518,87021,74537,161549
8936257,105302,90518,195810
8895004,127232,109841,237063
8845458,153451,133167,286609
8786134,184673,161269,345933
8715358,221672,195046,416709
8631285,265265,235527,500782
8531923,316274,283880,600144
8415200,375470,341406,716867
8279042,443506,409528,853025
8121507,520812,489757,1010560
7940939,607484,583653,1191128
7736170,703154,692753,1395897
7506722,806868,818486,1625345
7253015,916994,962067,1879052
6976523,1031176,1124378,2155544
6679850,1146376,1305850,2452217
6366702,1259013,1506362,2765365
6041714,1365199,1725163,3090353
5710176,1461047,1960853,3421891
5377657,1543013,2211407,3754410
5049610,1608209,2474258,4082457
4731000,1654644,2746432,4401067
4426022,1681347,3024708,4706045
4137927,1688364,3305786,4994140
3868963,1676660,3586454,5263104
3620426,1647926,3863725,5511641
3392772,1604366,4134939,5739295
3185777,1548471,4397829,5946290
2998700,1482822,4650554,6133367
2830446,1409929,4891701,6301621
2679699,1332119,5120258,6452368
2545032,1251461,5335583,6587035
2424991,1169733,5537353,6707076
2318152,1088407,5725517,6813915
2223162,1008670,5900245,6908905
2138758,931438,6061880,6993309
2063784,857391,6210901,7068283
1997188,787007,6347881,7134879
1938026,720593,6473458,7194041
1885452,658315,6588309,7246615
1838716,600230,6693130,7293351
1797150,546309,6788617,7334917
1760165,496453,6875459,7371902
1727238,450519,6954320,7404829
1697909,408328,7025840,7434158
1671772,369679,7090626,7460295
1648467,334359,7149251,7483600
1627678,302147,7202252,7504389
1609124,272825,7250127,7522943
1592559,246176,7293342,7539508
1577762,221991,7332323,7554305
1564541,200070,7367465,7567526
1552723,180224,7399129,7579344
1542157,162275,7427645,7589910
1532706,146054,7453317,7599361
1524251,131408,7476418,7607816
1516685,118193,7497199,7615382
1509912,106277,7515888,7622155
1503849,95537,7532690,7628218
1498421,85863,7547793,7633646
1493559,77153,7561365,7638508
1489204,69314,7573559,7642863
1485303,62261,7584513,7646764
1481807,55917,7594352,7650260
1478676,50213,7603188,7653391
1475869,45086,7611122,7656198
1473354,40478,7618245,7658713
1471099,36337,7624641,7660968
1469078,32617,7630381,7662989
1467267,29276,7635534,7664800
1465643,26275,7640159,7666424
1464187,23580,7644310,7667880
1462881,21161,7648034,7669186
1461711,18989,7651377,7670356
1460661,17039,7654377,7671406
1459720,15288,7657068,7672347
1458876,13717,7659483,7673191
1458120,12307,7661649,7673947
1457441,11042,7663593,7674626
1456833,9906,7665338,7675234
1456287,8888,7666902,7675780
1455797,7973,7668306,7676270
1455358,7153,7669565,7676709
1454965,6417,7670695,7677102
1454612,5756,7671709,7677455
1454295,5164,7672618,7677772
1454011,4632,7673433,7678056
1453756,4155,7674165,7678311
1453528,3727,7674821,7678539
1453323,3343,7675410,7678744
1453139,2999,7675938,7678928
1452974,2690,7676412,7679093
1452826,2413,7676837,7679241
1452694,2165,7677218,7679373
1452575,1942,7677560,7679492
1452468,1742,7677867,7679599
1452373,1562,7678142,7679694
1452287,1401,7678389,7679780
1452210,1257,7678610,7679857
1452141,1127,7678809,7679926
1452079,1011,7678987,7679988
1452023,907,7679146,7680044
1451973,813,7679290,7680094
1451929,730,7679418,7680138
1451889,654,7679534,7680178
1451853,587,7679637,7680214
1451820,526,7679730,7680247
1451791,472,7679813,7680276
1451766,423,7679888,7680301
1451742,380,7679954,7680325
1451721,341,7680015,7680346
1451703,305,7680068,7680364
1451686,274,7680117,7680381
1451671,246,7680160,7680396
1451657,220,7680199,7680410
1451645,198,7680234,7680422
1451634,177,7680265,7680433
1451625,159,7680293,7680442
1451616,142,7680318,7680451
1451608,128,7680341,7680459
1451601,114,7680361,7680466
1451595,103,7680379,7680472
1451589,92,7680396,7680478
1451584,82,7680410,7680483
1451579,74,7680423,7680488
1451575,66,7680435,7680492
1451572,59,7680446,7680495
1451568,53,7680455,7680499
1451565,48,7680463,7680502
1451563,43,7680471,7680504
1451560,38,7680478,7680507
1451558,34,7680484,7680509
1451556,31,7680490,7680511
1451555,27,7680494,7680512
1451553,25,7680499,7680514
1451552,22,7680503,7680515
1451550,20,7680506,7680517
1451549,18,7680510,7680518
1451548,16,7680512,7680519
1451547,14,7680515,7680520
1451547,13,7680517,7680520
1451546,11,7680519,7680521
1451545,10,7680521,7680522
1451545,9,7680523,7680522
1451544,8,7680524,7680523
1451544,7,7680526,7680523
1451543,6,7680527,7680524
1451543,6,7680528,7680524
1451543,5,7680529,7680524
1451542,4,7680530,7680525
1451542,4,7680531,7680525
1451542,3,7680531,7680525
1451542,3,7680532,7680525
1451541,3,7680532,7680526
1451541,2,7680533,7680526
1451541,2,7680533,7680526
1451541,2,7680534,7680526
1451541,2,7680534,7680526
1451541,1,7680534,7680526
1451541,1,7680535,7680526
1451540,1,7680535,7680527
1451540,1,7680535,7680527
1451540,1,7680536,7680527
1451540,1,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680536,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
1451540,0,7680537,7680527
