ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
2304400,Fortaleza,CE,2609716,224,11,24.85528551740771,0.4314262532309219,0.16666666666666666,3.831834575103191e-06,2609421.772323123,184.41968269076236,109.80799418648422,284.22767687724655
