# S,I,R,Nw
4144587,9,0,0
4144584,11,1,2
4144580,12,3,6
4144577,14,5,9
4144572,15,8,14
4144568,17,11,18
4144562,19,14,24
4144557,22,17,29
4144550,24,21,36
4144543,27,26,43
4144535,30,30,51
4144525,34,36,61
4144515,38,42,71
4144504,43,49,82
4144491,48,57,95
4144476,54,65,110
4144460,60,75,126
4144442,68,86,144
4144422,76,98,164
4144399,85,111,187
4144374,95,126,212
4144346,107,143,240
4144314,120,162,272
4144278,134,183,308
4144239,150,207,347
4144194,168,233,392
4144144,188,263,442
4144088,211,297,498
4144026,236,334,560
4143956,264,376,630
4143877,296,422,709
4143790,331,475,796
4143692,371,533,894
4143582,415,599,1004
4143459,465,672,1127
4143321,520,754,1265
4143167,583,846,1419
4142994,652,949,1592
4142801,730,1064,1785
4142585,817,1193,2001
4142343,915,1337,2243
4142072,1024,1499,2514
4141769,1147,1680,2817
4141430,1283,1882,3156
4141050,1437,2108,3536
4140626,1608,2362,3960
4140150,1800,2646,4436
4139618,2014,2963,4968
4139023,2254,3319,5563
4138357,2523,3716,6229
4137611,2823,4161,6975
4136777,3159,4659,7809
4135845,3534,5217,8741
4134801,3954,5840,9785
4133634,4424,6538,10952
4132329,4949,7318,12257
4130869,5535,8191,13717
4129238,6191,9167,15348
