# S,I,R,Nw
11377229,9,0,0
11377226,10,1,2
11377223,11,3,5
11377220,12,5,8
11377217,13,7,11
11377213,15,10,15
11377209,16,12,19
11377205,17,15,23
11377200,19,18,28
11377195,20,22,33
11377190,22,25,38
11377184,24,29,44
11377178,26,34,50
11377171,28,38,57
11377163,31,43,65
11377155,34,49,73
11377146,37,55,82
11377137,40,61,91
11377126,43,68,102
11377115,47,76,113
11377103,51,84,125
11377089,55,93,139
11377075,60,103,153
11377059,65,113,169
11377042,71,125,186
11377024,77,137,204
11377004,84,150,224
11376982,91,165,246
11376958,98,181,270
11376933,107,198,295
11376905,116,217,323
11376875,126,237,353
11376842,137,259,386
11376806,148,283,422
11376768,161,309,460
11376726,175,337,502
11376680,190,367,548
11376631,206,400,597
11376577,224,436,651
11376519,243,475,709
11376456,264,518,772
11376388,286,564,840
11376314,311,613,914
11376233,337,667,995
11376146,366,726,1082
11376051,397,790,1177
11375948,431,859,1280
11375836,468,934,1392
11375715,508,1015,1513
11375583,551,1103,1645
11375440,598,1199,1788
11375286,649,1303,1942
11375117,704,1416,2111
11374935,764,1538,2293
11374737,829,1671,2491
11374522,900,1815,2706
11374289,977,1972,2939
11374036,1060,2141,3192
11373762,1150,2326,3466
11373464,1248,2525,3764
11373141,1354,2742,4087
