ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3515707,Ferraz de Vasconcelos,SP,186808,98,51,31.731649832517387,0.2331669147003657,0.16666666666666666,5.895372780857671e-06,186696.10152726018,32.67715788150217,79.22131485841045,110.7971699414662
