# S,I,R,Nw
1893987,9,0,0
1893984,10,1,2
1893982,11,3,4
1893979,11,5,7
1893977,12,7,9
1893974,13,9,12
1893971,14,11,15
1893967,14,14,19
1893964,15,16,22
1893960,16,19,26
1893957,17,22,29
1893953,18,25,33
1893948,19,28,38
1893944,20,31,42
1893939,21,35,47
1893934,23,39,52
1893929,24,43,57
1893923,25,47,63
1893917,27,51,69
1893911,29,56,75
1893904,30,61,82
1893897,32,66,89
1893890,34,72,96
1893882,36,78,104
1893873,38,84,113
1893865,40,91,121
1893855,43,98,131
1893845,45,105,141
1893835,48,113,151
1893824,51,121,162
1893812,53,130,174
1893800,57,139,186
1893787,60,149,199
1893773,63,159,213
1893758,67,170,228
1893743,71,182,243
1893726,75,194,260
1893709,79,207,277
1893691,84,221,295
1893671,89,235,315
1893651,94,251,335
1893629,100,267,357
1893606,105,284,380
1893582,111,302,404
1893556,118,321,430
1893529,125,342,457
1893500,132,363,486
1893470,140,386,516
1893438,148,410,548
1893404,156,435,582
1893368,165,462,618
1893330,175,491,656
1893290,185,521,696
1893247,196,553,739
1893202,207,586,784
1893155,219,622,831
1893104,232,659,882
1893051,245,699,935
1892995,259,741,991
