# S,I,R,Nw
1481009,9,0,0
1481006,10,1,2
1481004,11,3,4
1481001,11,5,7
1480998,12,7,10
1480995,13,9,13
1480992,14,11,16
1480989,15,14,19
1480985,16,17,23
1480982,16,19,26
1480978,18,22,30
1480974,19,25,34
1480969,20,29,39
1480964,21,32,44
1480959,22,36,49
1480954,24,40,54
1480949,25,44,59
1480943,27,48,65
1480936,28,53,72
1480930,30,58,78
1480922,32,63,86
1480915,34,69,93
1480907,36,75,101
1480899,38,81,109
1480890,41,87,118
1480880,43,94,128
1480870,46,102,138
1480859,48,110,149
1480848,51,118,160
1480836,55,127,172
1480823,58,137,185
1480809,61,147,199
1480795,65,157,213
1480780,69,169,228
1480764,73,181,244
1480746,78,193,262
1480728,83,207,280
1480709,88,221,299
1480689,93,236,319
1480667,99,252,341
1480644,105,269,364
1480619,111,287,389
1480594,118,306,414
1480566,125,327,442
1480537,132,348,471
1480506,140,371,502
1480473,149,395,535
1480439,158,421,569
1480402,168,448,606
1480363,178,477,645
1480321,189,507,687
1480278,200,540,730
1480231,212,574,777
1480182,225,611,826
1480129,239,650,879
1480074,253,691,934
1480015,268,734,993
1479952,285,780,1056
1479886,302,829,1122
1479816,320,881,1192
