# S,I,R,Nw
11377230,8,0,0
11377227,9,1,2
11377224,10,3,5
11377221,12,5,9
11377217,14,7,12
11377213,15,9,17
11377208,17,12,22
11377202,20,15,27
11377196,22,19,33
11377189,25,23,40
11377181,29,28,48
11377172,33,33,57
11377162,37,39,68
11377150,42,45,79
11377137,47,53,92
11377123,54,61,107
11377106,61,71,124
11377087,69,82,142
11377066,78,94,164
11377042,88,108,188
11377015,99,124,215
11376984,112,141,246
11376949,127,161,280
11376910,144,184,320
11376865,162,210,364
11376815,184,239,414
11376758,208,271,471
11376694,235,308,535
11376622,266,350,608
11376540,300,397,689
11376447,340,451,782
11376343,384,511,887
11376224,434,579,1005
11376091,491,656,1139
11375940,555,743,1290
11375769,627,842,1461
11375576,709,953,1654
11375358,801,1079,1872
11375111,906,1221,2118
11374832,1024,1382,2397
11374517,1157,1563,2712
11374161,1308,1768,3068
11373759,1478,2000,3470
11373304,1671,2263,3925
11372791,1888,2559,4439
11372210,2134,2894,5020
11371553,2412,3272,5676
11370812,2726,3700,6418
11369974,3081,4183,7256
11369027,3481,4729,8203
11367956,3934,5347,9273
11366747,4446,6044,10482
11365381,5024,6833,11848
11363837,5677,7723,13392
11362094,6414,8730,15136
11360124,7247,9867,17106
11357898,8188,11152,19331
11355385,9250,12603,21845
11352546,10449,14243,24684
11349340,11803,16095,27890
11345719,13331,18187,31510
11341632,15055,20550,35597
11337019,17001,23218,40211
11331811,19196,26231,45418
11325935,21670,29632,51295
11319305,24460,33472,57924
11311827,27605,37806,65402
11303395,31147,42696,73835
11293889,35135,48213,83340
11283177,39625,54436,94052
11271111,44674,61453,106119
11257524,50351,69362,119706
11242233,56729,78275,134996
11225034,63888,88316,152195
11205701,71917,99620,171529
11183983,80913,112342,193246
11159606,90981,126651,217623
11132269,102234,142735,244961
11101641,114795,160802,275588
11067365,128793,181080,309865
11029052,144365,203820,348177
10986288,161653,229297,390942
10938626,180804,257808,438604
10885596,201965,289677,491633
10826706,225282,325250,550523
10761444,250895,364898,615785
10689288,278934,409016,687942
10609712,309508,458017,767517
10522200,342706,512331,855030
10426254,378582,572401,950975
10321415,417148,638675,1055814
10207274,458365,711598,1169955
10083497,502135,791605,1293732
9949840,548289,879109,1427390
9806172,596578,974487,1571057
9652496,646673,1078069,1724734
9488962,698153,1190122,1888267
9315888,750514,1310836,2061342
9133760,803167,1440310,2243469
8943246,855453,1578538,2433983
8745185,906652,1725401,2632045
8540575,956009,1880654,2836655
8330559,1002753,2043926,3046670
8116395,1046125,2214718,3260835
7899423,1085407,2392407,3477806
7681033,1119948,2576257,3696196
7462622,1149187,2765428,3914607
7245558,1172679,2959000,4131671
7031148,1190105,3155984,4346082
6820601,1201282,3355354,4556628
6615009,1206166,3556062,4762220
6415326,1204847,3757065,4961904
6222356,1197537,3957345,5154874
6036752,1184557,4155929,5340478
5859013,1166320,4351905,5518217
5689495,1143306,4544437,5687734
5528419,1116047,4732771,5848810
5375884,1085105,4916248,6001345
5231884,1051053,5094300,6145345
5096320,1014460,5266458,6280910
4969019,975876,5432343,6408210
4849747,935822,5591668,6527483
4738223,894786,5744229,6639007
4634129,853208,5889900,6743100
4537127,811486,6028624,6840103
4446859,769971,6160407,6930370
4362963,728965,6285310,7014267
4285073,688726,6403439,7092156
4212829,649468,6514940,7164400
4145879,611366,6619992,7231351
4083879,574558,6718801,7293350
4026501,539147,6811590,7350729
3973429,505210,6898599,7403800
3924365,472795,6980078,7452865
3879025,441930,7056283,7498205
3837141,412622,7127474,7540088
3798464,384864,7193910,7578766
3762756,358634,7255847,7614473
3729799,333901,7313538,7647431
3699386,310623,7367229,7677843
3671327,288753,7417157,7705903
3645443,268240,7463555,7731787
3621569,249026,7506643,7755661
3599551,231054,7546633,7777679
3579247,214263,7583727,7797982
3560526,198595,7618116,7816703
3543266,183988,7649984,7833964
3527352,170383,7679502,7849877
3512683,157724,7706831,7864547
3499160,145952,7732126,7878070
3486694,135015,7755528,7890535
3475204,124859,7777174,7902025
3464614,115435,7797189,7912616
3454853,106694,7815691,7922377
3445856,98592,7832789,7931373
3437564,91085,7848588,7939665
3429923,84133,7863182,7947307
3422880,77697,7876661,7954350
3416389,71741,7889108,7960840
3410407,66231,7900600,7966822
3404895,61135,7911208,7972334
3399815,56423,7920999,7977415
3395133,52069,7930036,7982096
3390819,48045,7938374,7986411
3386843,44327,7946068,7990386
3383179,40893,7953166,7994050
3379803,37721,7959713,7997427
3376691,34793,7965753,8000538
3373824,32090,7971324,8003405
3371182,29594,7976461,8006047
3368747,27291,7981199,8008482
3366503,25166,7985568,8010726
3364436,23205,7989597,8012794
3362531,21395,7993312,8014699
3360775,19726,7996737,8016455
