# S,I,R,Nw
11433950,6,0,0
11433948,7,1,2
11433946,8,2,4
11433943,9,3,7
11433940,10,5,10
11433937,12,7,13
11433933,14,9,17
11433928,16,12,22
11433923,18,15,27
11433916,21,18,33
11433909,24,22,41
11433901,28,26,49
11433892,32,31,58
11433881,37,37,69
11433868,43,44,81
11433854,50,52,96
11433838,57,61,112
11433819,66,71,131
11433797,76,83,153
11433772,87,97,178
11433743,100,112,207
11433710,115,130,240
11433672,132,151,278
11433628,152,175,322
11433578,175,202,372
11433520,202,234,430
11433454,232,270,496
11433377,267,311,573
11433289,307,359,660
11433188,353,414,761
11433072,406,477,878
11432939,467,550,1011
11432785,537,634,1165
