# S,I,R,Nw
11433950,6,0,0
11433948,7,1,2
11433946,8,2,4
11433943,9,3,7
11433940,10,5,10
11433937,12,7,13
11433933,14,9,17
11433928,16,12,22
11433923,18,15,27
11433916,21,18,33
11433909,24,22,41
11433901,28,26,49
11433892,32,31,58
11433881,37,37,69
11433868,43,44,82
11433854,50,52,96
11433838,57,61,112
11433819,66,71,131
11433797,76,83,153
11433772,87,97,178
11433743,100,112,207
11433710,115,130,240
11433672,132,151,278
11433628,152,175,321
11433578,175,202,372
11433520,202,234,430
11433454,232,270,496
11433377,267,311,572
11433290,307,359,660
11433189,353,414,761
11433073,406,477,877
11432939,466,550,1011
11432786,536,634,1164
11432609,617,730,1341
11432407,709,840,1543
11432173,815,967,1777
11431905,937,1113,2045
11431597,1078,1281,2353
11431243,1239,1474,2707
11430836,1425,1695,3114
11430368,1638,1950,3582
11429830,1883,2243,4120
11429211,2164,2580,4738
11428500,2488,2967,5449
11427683,2860,3412,6267
11426744,3288,3924,7206
11425664,3779,4512,8285
11424424,4344,5188,9526
11422998,4993,5965,10952
11421359,5739,6858,12591
11419476,6596,7884,14474
11417312,7580,9063,16637
11414826,8710,10419,19124
11411970,10009,11976,21980
11408690,11500,13766,25260
11404921,13212,15822,29028
11400594,15177,18184,33356
11395626,17432,20897,38324
11389922,20020,24014,44028
11383376,22988,27592,50574
11375864,26391,31701,58086
11367248,30291,36417,66702
11357368,34759,41829,76582
11346042,39874,48039,87908
11333066,45727,55162,100884
11318206,52421,63329,115743
11301199,60068,72689,132751
11281747,68797,83411,152203
11259515,78751,95689,174435
11234129,90088,109739,199821
11205169,102982,125805,228781
11172169,117624,144163,261781
11134613,134221,165122,299337
11091936,152995,189025,342014
11043518,174183,216254,390432
10988689,198033,247234,445261
10926733,224796,282427,507217
10856887,254726,322342,577062
10778360,288070,367526,655590
10690335,325053,418567,743615
10591995,365871,476090,841955
10482539,410670,540746,951410
10361215,459535,613206,1072735
10227346,512460,694150,1206604
10080373,569337,784246,1353577
9919892,629928,884135,1514058
9745696,693852,994407,1688254
9557814,760567,1115575,1876136
9356546,829363,1248046,2077403
9142492,899366,1392097,2291457
8916563,969548,1547845,2517387
8679980,1038750,1715225,2753969
8434260,1105724,1893971,2999690
8181173,1169178,2083605,3252777
7922696,1227829,2283431,3511254
7660942,1280466,2492547,3773008
7398089,1326008,2709859,4035861
7136300,1363551,2934105,4297650
6877648,1392415,3163893,4556302
6624053,1412166,3397737,4809897
6377228,1422628,3634099,5056721
6138641,1423881,3871434,5295309
5909490,1416234,4108231,5524459
5690706,1400204,4343046,5743244
5482948,1376470,4574537,5951002
5286632,1345837,4801486,6147318
5101949,1309191,5022816,6332001
4928897,1267457,5237601,6505052
4767315,1221570,5445071,6666635
4616908,1172437,5644611,6817042
4477284,1120920,5835751,6956666
4347976,1067817,6018163,7085974
4228466,1013847,6191642,7205484
4118206,959650,6356100,7315744
4016633,905779,6511544,7417317
3923182,852703,6658070,7510768
3837297,800814,6795845,7596653
3758438,750426,6925092,7675512
3686085,701787,7046084,7747865
3619743,655083,7159129,7814206
3558946,610449,7264560,7875004
3503254,567970,7362732,7930696
3452257,527693,7454006,7981693
3405572,489631,7538752,8028378
3362844,453772,7617339,8071105
3323746,420079,7690130,8110204
3287974,388498,7757483,8145976
3255249,358963,7819743,8178700
3225314,331394,7877247,8208635
3197933,305709,7930313,8236016
3172890,281817,7979249,8261060
3149984,259625,8024347,8283966
3129035,239040,8065880,8304915
3109875,219970,8104111,8324075
3092351,202321,8139283,8341598
3076325,186005,8171626,8357625
3061667,170935,8201354,8372283
3048260,157026,8228669,8385689
3035999,144200,8253756,8397951
3024784,132380,8276791,8409166
3014526,121494,8297935,8419423
3005144,111474,8317338,8428806
2996562,102255,8335138,8437387
