# S,I,R,Nw
2988713,93779,8351464,8445237
2981533,85987,8366436,8452417
2974965,78829,8380162,8458985
2968957,72254,8392744,8464993
2963461,66218,8404277,8470489
2958434,60677,8414845,8475516
2953835,55593,8424528,8480115
2949628,50928,8433399,8484322
2945780,46650,8441525,8488170
2942259,42727,8448969,8491691
2939038,39131,8455786,8494912
2936092,35834,8462029,8497858
2933396,32813,8467746,8500554
2930930,30044,8472981,8503020
2928674,27507,8477774,8505276
2926610,25183,8482162,8507340
2924722,23054,8486180,8509228
2922995,21104,8489857,8510955
2921414,19318,8493223,8512536
2919968,17682,8496305,8513982
2918645,16185,8499125,8515305
2917435,14814,8501707,8516515
2916328,13558,8504070,8517622
2915315,12408,8506232,8518635
2914388,11356,8508212,8519562
2913540,10393,8510023,8520410
2912764,9511,8511681,8521186
2912054,8704,8513198,8521896
2911405,7965,8514586,8522545
2910811,7289,8515856,8523139
2910267,6670,8517019,8523683
2909770,6103,8518083,8524180
2909315,5585,8519056,8524635
2908898,5110,8519947,8525052
2908517,4676,8520762,8525433
2908169,4279,8521508,8525781
2907850,3915,8522190,8526100
2907558,3583,8522815,8526392
2907291,3278,8523386,8526659
2907047,2999,8523909,8526903
2906824,2744,8524387,8527126
2906619,2511,8524825,8527331
2906432,2298,8525226,8527518
2906261,2102,8525592,8527689
2906104,1923,8525928,8527845
2905961,1760,8526234,8527989
2905830,1610,8526515,8528120
2905710,1473,8526772,8528240
2905601,1348,8527007,8528349
2905500,1233,8527222,8528450
2905408,1128,8527419,8528542
2905324,1032,8527599,8528626
2905247,945,8527764,8528702
2905177,864,8527914,8528773
2905113,791,8528052,8528837
2905054,723,8528178,8528896
2905000,662,8528294,8528950
2904951,605,8528399,8528999
2904906,554,8528496,8529044
2904864,507,8528584,8529086
2904827,464,8528665,8529123
2904792,424,8528739,8529158
2904760,388,8528807,8529189
2904731,355,8528869,8529218
2904705,325,8528926,8529245
2904681,297,8528978,8529269
2904659,272,8529025,8529291
2904638,249,8529068,8529311
2904620,227,8529108,8529330
2904603,208,8529145,8529347
2904587,190,8529178,8529362
2904573,174,8529208,8529377
2904560,159,8529236,8529390
2904548,146,8529262,8529402
2904537,133,8529285,8529412
2904527,122,8529306,8529422
2904518,111,8529326,8529431
2904510,102,8529344,8529440
2904502,93,8529360,8529447
2904495,85,8529375,8529454
2904489,78,8529389,8529461
2904483,71,8529401,8529467
2904478,65,8529412,8529472
2904473,60,8529423,8529477
2904469,54,8529433,8529481
