state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
PR,11433957,106,15,8.217839550302267,0.34053021801384686,0.16666666666666666,3.8601575559208807e-07,11433843.22844791,60.24794063786902,53.523611451133625,109.35786453824021
