# S,I,R,Nw
3506843,9,0,0
3506840,10,1,2
3506837,11,3,5
3506834,12,5,8
3506831,13,7,11
3506828,14,10,14
3506824,15,12,18
3506821,16,15,21
3506816,18,18,26
3506812,19,21,30
3506807,20,24,35
3506802,22,28,40
3506796,24,32,46
3506790,26,36,52
3506784,27,40,58
3506777,30,45,65
3506769,32,50,73
3506761,34,56,81
3506752,37,62,90
3506743,40,69,99
3506733,43,76,109
3506722,46,83,120
3506710,50,91,132
3506698,54,100,144
3506684,58,109,158
3506670,62,119,172
3506654,67,130,188
3506637,72,142,205
3506619,78,154,223
3506600,84,168,242
3506579,90,183,263
3506556,97,198,286
3506532,105,215,310
3506506,113,233,336
3506477,121,253,365
3506447,130,274,395
3506414,140,297,428
3506379,151,321,463
3506342,163,347,500
3506301,175,375,541
3506257,189,406,585
3506210,203,439,632
3506159,219,474,683
3506105,235,512,737
3506046,253,552,796
3505983,272,596,859
3505915,293,643,927
3505842,316,694,1000
3505763,340,749,1079
3505678,366,808,1164
3505587,394,871,1255
3505489,424,939,1353
3505383,456,1013,1459
3505269,491,1092,1573
3505147,528,1176,1695
3505015,568,1268,1827
3504874,611,1366,1968
3504721,658,1472,2121
3504557,708,1586,2285
