ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
2303709,Caucaia,CE,358164,294,35,33.394039385330906,0.28773410487000295,0.16666666666666666,6.536361207979287e-06,357782.34437746106,161.82407418046355,219.83154835840347,379.31453326317234
