ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
1600600,Santana,AP,113854,138,27,13.162827940032678,0.2268265264905794,0.16666666666666666,8.783178456619278e-05,113690.71022746385,50.57031245311012,112.71946008302143,153.28977253613223
