# S,I,R,Nw
9557062,8,0,0
9557059,10,1,2
9557056,11,3,5
9557052,12,5,9
9557049,14,7,12
9557044,16,10,17
9557039,18,12,22
9557034,20,16,27
9557028,22,19,33
9557021,25,23,40
9557013,28,28,48
9557005,32,33,57
9556995,36,39,66
9556984,41,45,77
9556971,46,53,90
9556957,51,61,104
9556942,58,70,119
9556924,65,80,137
9556904,73,92,157
9556882,83,105,179
9556857,93,120,204
9556829,104,136,232
9556797,118,155,264
9556762,132,176,299
9556722,149,199,339
9556677,167,226,384
9556626,188,255,435
9556569,212,289,492
9556505,238,326,556
9556434,268,368,627
9556353,301,416,708
9556262,338,469,799
9556160,380,529,901
9556045,428,596,1016
9555916,481,672,1145
9555771,541,757,1290
9555608,608,853,1453
9555425,684,961,1636
9555219,769,1082,1842
9554987,864,1218,2074
9554727,972,1371,2334
9554434,1093,1543,2627
9554105,1228,1736,2956
9553735,1381,1953,3326
9553320,1552,2198,3741
9552852,1745,2472,4209
9552327,1962,2781,4734
9551736,2205,3128,5325
9551073,2479,3518,5988
9550327,2787,3956,6734
9549488,3132,4449,7573
9548546,3521,5003,8515
9547487,3957,5625,9574
9546296,4448,6325,10765
9544959,4999,7112,12102
9543456,5618,7995,13605
9541767,6314,8989,15294
9539870,7095,10105,17191
9537738,7972,11359,19323
