# S,I,R,Nw
17264936,6,0,0
17264934,7,1,2
17264931,8,2,4
17264929,9,4,7
17264925,11,5,10
17264921,13,7,14
17264917,15,10,19
17264912,17,13,24
17264905,20,16,30
17264898,24,20,37
17264890,28,24,46
17264881,32,29,55
17264870,37,35,66
17264857,43,42,79
17264842,50,49,94
17264825,58,59,111
17264805,68,69,131
17264781,79,81,154
17264755,91,96,181
17264723,106,112,212
17264687,123,131,248
17264645,143,153,290
17264597,166,179,339
17264540,192,209,395
17264475,223,244,461
17264399,259,284,537
17264311,300,331,625
17264209,348,385,727
17264090,404,447,845
17263953,468,520,983
17263794,543,604,1142
17263609,630,702,1326
17263395,731,815,1541
17263147,848,947,1789
17262859,983,1099,2077
17262525,1140,1276,2411
17262138,1323,1481,2798
17261689,1534,1719,3247
17261168,1779,1995,3768
17260564,2063,2314,4371
17259865,2392,2685,5071
17259053,2774,3115,5883
17258112,3217,3613,6824
17257021,3730,4191,7915
17255756,4325,4861,9180
17254289,5015,5638,10647
17252588,5814,6539,12348
17250617,6741,7584,14319
17248331,7816,8794,16604
17245682,9061,10198,19253
17242612,10504,11826,22324
17239053,12176,13713,25883
17234929,14113,15899,30007
17230150,16357,18434,34786
17224613,18956,21372,40322
17218199,21966,24776,46736
17210770,25451,28721,54165
17202168,29484,33290,62768
17192208,34150,38584,72728
17180681,39546,44714,84255
17167343,45786,51813,97593
17151916,52995,60030,113020
17134079,61322,69540,130857
17113467,70932,80543,151469
17089661,82014,93266,175275
17062182,94784,107975,202753
17030489,109484,124969,234447
16993966,126384,144592,270970
16951917,145789,167236,313019
16903561,168035,193346,361375
16848023,193492,223426,416912
16784333,222564,258044,480603
16711415,255687,297839,553520
16628097,293321,343524,636839
16533103,335948,395890,731832
16425071,384059,455811,839865
16302560,438140,524242,962376
16164078,498648,602215,1100858
16008110,565994,690838,1256826
15833163,640500,791278,1431773
15637820,722374,904748,1627116
15420803,811657,1032481,1844132
15181052,908187,1175703,2083884
14917803,1011548,1335591,2347133
14630680,1121034,1513227,2634255
14319775,1235614,1709552,2945161
13985716,1353919,1925306,3279220
13629726,1474243,2160972,3635209
13253643,1594577,2416722,4011293
12859906,1712662,2692373,4405030
12451511,1826080,2987351,4813425
12031916,1932355,3300670,5233020
11604922,2029081,3630938,5660014
11174519,2114046,3976377,6090416
10744733,2185348,4334861,6520203
10319458,2241500,4703983,6945478
9902320,2281493,5081129,7362615
9496556,2304831,5463555,7768380
9104928,2311533,5848480,8160008
8729678,2302096,6233168,8535258
8372509,2277433,6614999,8892427
8034606,2238799,6991536,9230329
7716670,2187699,7360573,9548266
7418974,2125799,7720169,9845962
7141426,2054846,8068670,10123510
6883637,1976592,8404712,10381298
6644985,1892734,8727223,10619950
6424673,1804867,9035401,10840263
6221783,1714455,9328704,11043153
6035321,1622803,9606818,11229615
5864254,1531054,9869634,11400682
5707539,1440184,10117219,11557397
5564144,1351008,10349790,11700792
5433067,1264189,10567686,11831869
5313347,1180248,10771346,11951588
5204073,1099584,10961284,12060863
5104384,1022485,11138073,12160552
5013478,949142,11302322,12251458
4930607,879666,11454668,12334329
4855080,814100,11595761,12409855
4786259,752431,11726252,12478677
4723556,694600,11846785,12541379
4666433,640515,11957993,12598502
4614397,590053,12060491,12650539
4566994,543076,12154872,12697941
4523814,499425,12241702,12741121
4484480,458939,12321523,12780456
4448648,421445,12394848,12816287
4416006,386774,12462161,12848929
4386269,354753,12523920,12878667
4359177,325214,12580550,12905759
4334493,297995,12632453,12930442
4312003,272936,12680002,12952932
4291511,249887,12723544,12973425
4272838,228702,12763402,12992098
4255821,209246,12799874,13009114
4240315,191388,12833239,13024621
4226182,175007,12863752,13038753
4213303,159988,12891651,13051633
4201564,146226,12917152,13063372
4190865,133620,12940457,13074071
4181113,122078,12961751,13083823
4172224,111514,12981204,13092712
4164121,101848,12998972,13100815
4156735,93008,13015199,13108201
4150001,84923,13030017,13114934
4143863,77532,13043546,13121072
4138268,70777,13055897,13126668
4133166,64604,13067171,13131769
4128516,58965,13077461,13136420
4124276,53813,13086853,13140660
4120410,49107,13095424,13144525
4116886,44811,13103245,13148050
4113673,40887,13110381,13151263
4110743,37305,13116893,13154192
4108072,34035,13122834,13156863
4105637,31050,13128254,13159299
4103416,28326,13133199,13161519
4101392,25840,13137710,13163544
4099546,23571,13141824,13165390
4097863,21501,13145578,13167073
4096328,19612,13149002,13168608
4094929,17888,13152124,13170007
4093653,16316,13154973,13171283
4092489,14881,13157571,13172446
4091429,13572,13159940,13173507
4090461,12379,13162102,13174474
4089579,11290,13164073,13175356
4088775,10296,13165870,13176161
4088042,9390,13167510,13176894
