state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
GO,7018354,808,51,39.040597334258415,0.23565663680412396,0.16666666666666666,1.072377203288004e-06,7017502.544207749,254.55533346174195,596.9004587880781,843.929469415615
