ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3522505,Itapevi,SP,226488,124,33,10.543192462489706,0.24639661772395377,0.16666666666666666,1.4139422206142487e-05,226357.32154058112,44.42607358483843,86.25238583405155,127.47604996226518
