# S,I,R,Nw
4144594,2,0,0
4144593,3,0,1
4144591,4,1,2
4144590,4,1,3
4144588,5,2,5
4144586,7,3,8
4144583,8,5,10
4144580,10,6,13
4144576,12,8,17
4144571,14,10,22
4144566,17,13,27
4144559,20,16,34
4144551,24,20,42
4144542,29,24,51
4144530,35,30,63
4144517,42,36,76
4144501,51,44,93
4144481,61,54,112
4144458,73,65,135
4144430,87,78,163
4144396,105,94,197
4144356,126,114,237
4144308,151,137,285
4144251,180,164,342
4144182,216,197,411
4144100,259,237,494
4144001,310,284,592
4143883,372,341,710
4143741,445,409,852
4143572,533,490,1021
4143369,639,588,1224
4143126,765,705,1467
4142835,916,844,1758
4142487,1097,1012,2106
4142070,1313,1212,2523
4141571,1572,1452,3022
4140973,1883,1739,3620
4140258,2254,2083,4335
4139402,2698,2495,5191
4138378,3230,2988,6215
4137152,3866,3577,7441
4135686,4626,4283,8908
4133931,5536,5128,10662
4131833,6623,6139,12760
4129325,7923,7348,15268
4126327,9475,8794,18266
4122745,11327,10523,21848
4118468,13538,12590,26125
4113362,16174,15059,31231
4107273,19314,18009,37321
4100015,23050,21531,44579
4091372,27492,25732,53221
4081092,32763,30741,63501
4068881,39008,36707,75712
4054398,46391,43807,90195
4037252,55099,52244,107342
4016997,65340,62258,127596
3993131,77342,74123,151462
3965096,91349,88151,179498
3932277,107620,104698,212316
3894019,126413,124164,250574
3849631,147975,146990,294962
3798417,172524,173655,346177
3739700,200223,204673,404893
3672867,231152,240576,471726
3597418,265276,281902,547175
3513019,302408,329169,631574
3419564,342180,382851,725029
3317229,384022,443344,827364
3206512,427153,510931,938081
3088257,470592,585746,1056336
2963645,513201,667749,1180948
2834156,553741,756699,1310437
2701494,590956,852145,1443099
2567498,623664,953434,1577096
2434023,650847,1059726,1710571
2302839,671724,1170032,1841754
2175536,685804,1283256,1969058
2053448,692903,1398245,2091145
1937621,693133,1513841,2206973
1828794,686873,1628929,2315799
1727420,674705,1742471,2417173
1633691,657362,1853543,2510902
1547584,635662,1961349,2597009
1468904,610456,2065235,2675689
1397335,582575,2164686,2747259
1332470,552803,2259322,2812123
1273856,521851,2348889,2870737
1221014,490340,2433242,2923579
1173460,458802,2512334,2971133
1130723,427674,2586199,3013870
1092353,397308,2654935,3052241
1057926,367977,2718693,3086667
1027052,339881,2777663,3117542
999369,313163,2832063,3145224
974551,287913,2882132,3170043
952299,264178,2928119,3192294
932347,241972,2970277,3212246
914453,221282,3008860,3230140
898401,202075,3044120,3246192
883997,184300,3076298,3260596
871070,167896,3105630,3273523
859464,152796,3132336,3285130
849040,138925,3156630,3295553
839677,126210,3178709,3304916
831263,114572,3198760,3313330
823701,103939,3216956,3320892
816902,94236,3233458,3327691
810788,85392,3248416,3333805
805288,77341,3261966,3339305
800341,70018,3274237,3344252
795889,63364,3285343,3348705
791882,57322,3295392,3352712
788275,51839,3304481,3356318
785027,46868,3312700,3359566
782103,42362,3320130,3362490
779470,38281,3326845,3365123
777099,34585,3332912,3367495
774962,31240,3338393,3369631
773038,28215,3343343,3371555
771304,25478,3347814,3373289
769742,23003,3351851,3374851
768334,20767,3355495,3376259
767065,18745,3358785,3377528
765922,16919,3361754,3378671
764892,15269,3364434,3379701
763963,13779,3366853,3380630
763126,12434,3369036,3381467
762372,11219,3371005,3382221
761692,10122,3372782,3382901
761079,9132,3374385,3383514
760526,8238,3375831,3384067
760028,7432,3377136,3384565
759579,6704,3378313,3385015
759174,6047,3379375,3385419
758809,5454,3380333,3385785
758479,4920,3381196,3386114
758183,4437,3381975,3386410
757915,4002,3382678,3386678
757674,3610,3383312,3386919
757456,3255,3383884,3387137
757260,2936,3384399,3387333
757083,2648,3384864,3387510
756924,2388,3385284,3387669
756780,2153,3385662,3387813
756651,1942,3386003,3387943
756534,1751,3386310,3388059
756428,1579,3386588,3388165
756333,1424,3386838,3388260
756248,1284,3387064,3388346
756170,1158,3387267,3388423
756101,1044,3387451,3388493
756038,942,3387616,3388555
755981,849,3387765,3388612
755930,766,3387900,3388663
755884,690,3388021,3388709
755842,623,3388130,3388751
755805,561,3388229,3388788
755771,506,3388318,3388822
755741,456,3388398,3388852
755713,412,3388471,3388880
755689,371,3388536,3388905
755666,335,3388595,3388927
755646,302,3388648,3388947
755628,272,3388696,3388965
755612,245,3388739,3388982
755597,221,3388778,3388996
755584,199,3388813,3389010
755571,180,3388844,3389022
755561,162,3388873,3389032
755551,146,3388899,3389042
755542,132,3388922,3389051
755534,119,3388943,3389059
755527,107,3388962,3389066
755521,96,3388979,3389073
755515,87,3388994,3389078
755509,78,3389008,3389084
755505,71,3389020,3389088
755500,64,3389031,3389093
755497,57,3389042,3389097
755493,52,3389051,3389100
755490,46,3389059,3389103
755487,42,3389066,3389106
755485,38,3389073,3389108
755482,34,3389079,3389111
