state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
SC,7164788,2104,51,1553.9114463768312,0.25727000123595356,0.16666666666666666,1.3957147092140058e-06,7161915.7438809,1017.633393722829,1854.6227253791824,2862.2561191020113
