ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
5103403,Cuiabá,MT,585367,134,43,25.104882027122038,0.20062367758759286,0.16666666666666666,1.3613479324836803e-05,585203.4171110166,34.288710030928016,129.29417895261219,155.61400743159845
