state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
TO,1572866,191,45,76.28692876562008,0.24423370658427176,0.16666666666666666,8.500884481966848e-07,1572730.2996233692,44.005972758885896,91.69440387178022,134.36330141350481
