ibgeID,city,state,population,I_reported,series_length,best_cost,beta,gamma,initial_I,S,I,R,Nw
3525904,Jundiaí,SP,405740,152,38,18.34770849195538,0.26961003316144944,0.16666666666666666,2.788226148001494e-06,405593.4954870987,56.62178563690738,89.88272726437853,145.3732180239958
