# S,I,R,Nw
31268,5,0,0
31265,7,1,2
31262,9,2,5
31258,11,4,9
31253,14,6,14
31247,17,8,21
31239,22,12,29
31229,28,16,39
31216,35,21,51
31200,44,28,67
31180,56,36,87
31156,70,47,112
31124,88,60,143
31085,111,77,182
31036,139,97,231
30974,175,124,293
30897,219,156,370
30801,274,197,466
