# S,I,R,Nw
217025995,10,0,0
217025991,11,1,3
217025988,12,3,6
217025984,14,6,10
217025979,16,8,15
217025973,19,11,21
217025967,22,15,27
217025960,25,19,34
217025952,28,24,42
217025943,32,29,51
217025932,37,35,62
217025920,42,42,74
217025906,48,49,88
217025890,55,58,104
217025872,63,68,122
217025851,72,80,143
217025828,83,93,166
217025802,94,108,192
217025771,107,125,223
217025736,123,144,258
217025697,140,167,297
217025652,160,192,342
217025600,182,221,394
217025541,208,254,453
217025475,238,291,519
217025399,271,334,595
217025312,309,383,682
217025213,352,438,781
217025100,402,501,894
217024971,458,574,1023
217024825,523,656,1169
217024658,596,749,1336
217024468,679,856,1526
217024251,774,978,1743
217024007,882,1115,1987
217023722,1007,1275,2272
217023402,1147,1454,2592
217023039,1306,1658,2955
217022625,1488,1890,3369
217022153,1695,2155,3841
217021614,1932,2458,4380
217021001,2201,2802,4993
217020302,2508,3194,5692
217019505,2857,3641,6489
217018598,3255,4150,7396
217017564,3709,4731,8430
217016387,4225,5391,9607
217015046,4814,6144,10948
217013518,5484,7001,12476
217011777,6248,7978,14217
217009795,7118,9091,16199
217007535,8109,10359,18459
217004962,9238,11803,21032
217002030,10525,13449,23964
216998691,11990,15323,27303
216994887,13659,17458,31107
216990553,15560,19890,35441
216985616,17726,22661,40378
216979992,20193,25818,46002
216973589,23003,29412,52405
216966295,26202,33507,59699
216957986,29847,38171,68008
216948522,33998,43484,77472
216937741,38727,49536,88253
216925461,44112,56430,100533
216911475,50245,64283,114519
216895546,57230,73227,130448
216877404,65185,83415,148590
216856743,74243,95017,169251
216833215,84556,108232,192779
216806422,96299,123282,219572
216775913,109668,140422,250081
216741174,124888,159941,284820
216701621,142214,182169,324373
216656591,161933,207480,369403
