# S,I,R,Nw
477796,1,0,0
477795,1,0,0
477795,2,0,1
477794,2,0,1
477793,2,1,2
477792,3,1,3
477791,3,2,4
477790,4,3,5
477789,4,3,7
477787,5,4,8
477786,6,5,10
477784,7,6,12
477781,8,8,14
477779,9,9,17
477775,10,11,20
477772,12,13,23
477768,14,15,27
477763,16,17,32
477758,18,20,37
477752,21,24,43
477745,24,27,50
477737,28,32,58
477728,32,37,68
477717,36,43,78
477705,42,49,90
477692,48,57,104
477676,55,65,119
477658,63,75,138
477637,73,87,158
477613,83,100,182
477586,95,115,209
477555,110,132,240
477519,126,152,276
