# S,I,R,Nw
61107,2,0,0
61107,2,0,0
61106,2,0,1
61105,3,1,2
61104,3,1,3
61103,4,2,4
61101,4,3,6
61100,5,4,7
61098,6,5,9
61095,7,6,12
61093,9,7,14
61090,10,9,17
61086,12,11,21
61082,14,13,25
61077,16,16,30
61071,19,19,36
61065,22,22,42
61057,25,26,50
61048,30,31,59
61038,34,36,69
61026,40,42,81
61012,47,50,95
60996,54,58,111
60977,63,68,130
60955,74,79,152
60930,86,93,177
60901,99,108,206
60867,115,126,240
60827,134,147,280
60781,156,171,326
